ogr_DogID,Age,Sex,GoodAppetite,EarCleaning,NailCutting,AttendsClasses,BehavesWellClass,AttendsHomeSwitches,Status,text
19533,4.0,1.0,1.0,4.0,4.0,4.0,4.0,3.0,0.0,my partner and i wake up at six in the morning and feed and take the dogs on a short walk  we will leave for work at abbout in the morning  when possible we will be working from home  this should be several days per week so the puppy will not be alone in the begining  we arrive home at and relax for a few minuted with our dogs  we usually feed the dogs at then take them on another walk  we have the dogs relax with us while we fix our evening meal and eat  we them spend some doggie time before watching television or relaxing in the evening  we will then take the dogs oustide before bedtime  i will usually check to see if the dogs need to go out in the night i will generally wake up aroun in the morning since we have a senior dog we will spend several times throughout the day incoorporating learning activities for a puppy
19530,5.0,0.0,1.0,3.0,3.0,4.0,4.0,3.0,0.0,i retired last january  my days are generally free except when i pick up my grandchildren from school around  pm  then i bring them back to my house  that is my only specific responsibility we have a rescue dog named nora who is  yrs and  months old  she came to us at  months old  i have taken her for obedience training at canine kindergarten and we are presently taking an advanced obedience class there nora has spent time at daycare at canine kindergarten and loves to play with other dogs  although she is not up to geb standards she is a terrific companion smart and lots of fun for both my husband an me i volunteered to play with the ift dogs at yorktown a few years ago  it was fun and i was really impressed with the dogs there in my former life i was an executive with a privately owned chemical company  prior to that i taught economics and finance at suny new paltz we live in the woods  our house is single story and no fence we have the invisible fence for nora  our floors are waxed concrete so they are slippery but easy to clean our children live close by and we spend time with those two families  the kids are used to nora so i am sure they and also enjoy a new pup i am physically active  nora and hopefully a new pup would help with that lastly i love dogs and have had a wonderful life so far  it is time to give back  and raising a pup for a blind person is something i think i can do well 
19530,9.0,0.0,1.0,4.0,4.0,5.0,3.0,5.0,0.0,i retired last january  my days are generally free except when i pick up my grandchildren from school around  pm  then i bring them back to my house  that is my only specific responsibility we have a rescue dog named nora who is  yrs and  months old  she came to us at  months old  i have taken her for obedience training at canine kindergarten and we are presently taking an advanced obedience class there nora has spent time at daycare at canine kindergarten and loves to play with other dogs  although she is not up to geb standards she is a terrific companion smart and lots of fun for both my husband an me i volunteered to play with the ift dogs at yorktown a few years ago  it was fun and i was really impressed with the dogs there in my former life i was an executive with a privately owned chemical company  prior to that i taught economics and finance at suny new paltz we live in the woods  our house is single story and no fence we have the invisible fence for nora  our floors are waxed concrete so they are slippery but easy to clean our children live close by and we spend time with those two families  the kids are used to nora so i am sure they and also enjoy a new pup i am physically active  nora and hopefully a new pup would help with that lastly i love dogs and have had a wonderful life so far  it is time to give back  and raising a pup for a blind person is something i think i can do well 
19530,14.0,0.0,1.0,5.0,5.0,5.0,4.0,4.0,0.0,i retired last january  my days are generally free except when i pick up my grandchildren from school around  pm  then i bring them back to my house  that is my only specific responsibility we have a rescue dog named nora who is  yrs and  months old  she came to us at  months old  i have taken her for obedience training at canine kindergarten and we are presently taking an advanced obedience class there nora has spent time at daycare at canine kindergarten and loves to play with other dogs  although she is not up to geb standards she is a terrific companion smart and lots of fun for both my husband an me i volunteered to play with the ift dogs at yorktown a few years ago  it was fun and i was really impressed with the dogs there in my former life i was an executive with a privately owned chemical company  prior to that i taught economics and finance at suny new paltz we live in the woods  our house is single story and no fence we have the invisible fence for nora  our floors are waxed concrete so they are slippery but easy to clean our children live close by and we spend time with those two families  the kids are used to nora so i am sure they and also enjoy a new pup i am physically active  nora and hopefully a new pup would help with that lastly i love dogs and have had a wonderful life so far  it is time to give back  and raising a pup for a blind person is something i think i can do well 
19521,9.0,1.0,1.0,4.0,4.0,5.0,2.0,5.0,0.0,i am a stay at home mom with  children ages  and two  yr olds  we get up between  am and let our dog bella out to potty and then get breakfast going during the week the kids get ready for school and i take them to school and drop them off i come back home and begin my daily chores i usually run in the morning do household activities walk our dog and then pick the kids up they come home and do homework we play or go to after school activities if its the weekends we relax play games and go do family activities we have very active children and we also have a family dog bella our  yr old female golden retriever who is wonderful she is very well behaved loving and sweet we would prefer a female puppy rather than a male puppy other than that we are all very excited about this opportunity! thank you!
19521,4.0,1.0,1.0,5.0,4.0,5.0,4.0,5.0,0.0,i am a stay at home mom with  children ages  and two  yr olds  we get up between  am and let our dog bella out to potty and then get breakfast going during the week the kids get ready for school and i take them to school and drop them off i come back home and begin my daily chores i usually run in the morning do household activities walk our dog and then pick the kids up they come home and do homework we play or go to after school activities if its the weekends we relax play games and go do family activities we have very active children and we also have a family dog bella our  yr old female golden retriever who is wonderful she is very well behaved loving and sweet we would prefer a female puppy rather than a male puppy other than that we are all very excited about this opportunity! thank you!
19521,13.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,0.0,i am a stay at home mom with  children ages  and two  yr olds  we get up between  am and let our dog bella out to potty and then get breakfast going during the week the kids get ready for school and i take them to school and drop them off i come back home and begin my daily chores i usually run in the morning do household activities walk our dog and then pick the kids up they come home and do homework we play or go to after school activities if its the weekends we relax play games and go do family activities we have very active children and we also have a family dog bella our  yr old female golden retriever who is wonderful she is very well behaved loving and sweet we would prefer a female puppy rather than a male puppy other than that we are all very excited about this opportunity! thank you!
19517,6.0,0.0,1.0,4.0,4.0,3.0,4.0,3.0,0.0,i live in half of a house in the city of rochester with very close neighbors i have  other roommates in a  bedroom house with a small back yard  i work full time at an animal hospital in irondequoit where i plan on taking the puppy with me to work once he is fully vaccinated  i spend my nights after work relaxing at home or hanging out with friends on occasion  my boyfriend lives with me and will be helping me out a little bit but i will be the main puppy raiser a typical day for me is waking up to go to work by am and coming home around pm  there are days when i go in around  am and get home around pm i like to live an active lifestyle and although i may to make some adjustments to my daily routine i am more than willing to do so  i am very excited to raise another puppy!
19517,12.0,0.0,1.0,3.0,3.0,5.0,5.0,3.0,0.0,i live in half of a house in the city of rochester with very close neighbors i have  other roommates in a  bedroom house with a small back yard  i work full time at an animal hospital in irondequoit where i plan on taking the puppy with me to work once he is fully vaccinated  i spend my nights after work relaxing at home or hanging out with friends on occasion  my boyfriend lives with me and will be helping me out a little bit but i will be the main puppy raiser a typical day for me is waking up to go to work by am and coming home around pm  there are days when i go in around  am and get home around pm i like to live an active lifestyle and although i may to make some adjustments to my daily routine i am more than willing to do so  i am very excited to raise another puppy!
19517,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,i live in half of a house in the city of rochester with very close neighbors i have  other roommates in a  bedroom house with a small back yard  i work full time at an animal hospital in irondequoit where i plan on taking the puppy with me to work once he is fully vaccinated  i spend my nights after work relaxing at home or hanging out with friends on occasion  my boyfriend lives with me and will be helping me out a little bit but i will be the main puppy raiser a typical day for me is waking up to go to work by am and coming home around pm  there are days when i go in around  am and get home around pm i like to live an active lifestyle and although i may to make some adjustments to my daily routine i am more than willing to do so  i am very excited to raise another puppy!
19517,10.0,0.0,1.0,4.0,4.0,4.0,4.0,4.0,0.0,i live in half of a house in the city of rochester with very close neighbors i have  other roommates in a  bedroom house with a small back yard  i work full time at an animal hospital in irondequoit where i plan on taking the puppy with me to work once he is fully vaccinated  i spend my nights after work relaxing at home or hanging out with friends on occasion  my boyfriend lives with me and will be helping me out a little bit but i will be the main puppy raiser a typical day for me is waking up to go to work by am and coming home around pm  there are days when i go in around  am and get home around pm i like to live an active lifestyle and although i may to make some adjustments to my daily routine i am more than willing to do so  i am very excited to raise another puppy!
19505,9.0,1.0,1.0,5.0,5.0,4.0,3.0,5.0,0.0,we live in a single family home with a mainly fenced back yard  we could fence completely in bronxville ny i am a stay at home mom of three girls  and  yrs we are in walking distance to school so i often walk the youngest to school and pick her up at the end of the day i generally work out in the morning after the girls have gone to school and love to walk around the hilly bronxville streets i love to walk to the store or into town not so keen on driving we have an apartment on a lake in connecticut that we spend a lot of time at in the summer this is a community that caters for and allows dogs also during the summer we like to take a trip to europe to visit family both my husband and myself are from england but have lived in the states for  yrs we do love to travel and like to make the most of the girls school vacation time at the moment however we have nothing booked for thanksgiving or christmas just have family visiting us we are however planning to go away for presidents week and easter  i am a qualified dentist but i am unable to work in the states when we first moved to the states i worked at the anti cruelty society in chicago generally cleaning animals ear nail clipping and the odd tooth extraction this i loved but had to give up when i became pregnant because of the risk of toxoplasmosis  i also volunteered at a vets in england throughout high school with the hopes of studying veterinary surgery which alas did not happen i had a dog growing up and then cats when i was at college i have a lot of time and patience for animals the girls adore animals and we feel they are old enough now to be responsible and realize that raising a puppy although great fun is also hard work 
19505,13.0,1.0,1.0,5.0,5.0,5.0,4.0,5.0,0.0,we live in a single family home with a mainly fenced back yard  we could fence completely in bronxville ny i am a stay at home mom of three girls  and  yrs we are in walking distance to school so i often walk the youngest to school and pick her up at the end of the day i generally work out in the morning after the girls have gone to school and love to walk around the hilly bronxville streets i love to walk to the store or into town not so keen on driving we have an apartment on a lake in connecticut that we spend a lot of time at in the summer this is a community that caters for and allows dogs also during the summer we like to take a trip to europe to visit family both my husband and myself are from england but have lived in the states for  yrs we do love to travel and like to make the most of the girls school vacation time at the moment however we have nothing booked for thanksgiving or christmas just have family visiting us we are however planning to go away for presidents week and easter  i am a qualified dentist but i am unable to work in the states when we first moved to the states i worked at the anti cruelty society in chicago generally cleaning animals ear nail clipping and the odd tooth extraction this i loved but had to give up when i became pregnant because of the risk of toxoplasmosis  i also volunteered at a vets in england throughout high school with the hopes of studying veterinary surgery which alas did not happen i had a dog growing up and then cats when i was at college i have a lot of time and patience for animals the girls adore animals and we feel they are old enough now to be responsible and realize that raising a puppy although great fun is also hard work 
19498,9.0,0.0,1.0,4.0,4.0,5.0,4.0,0.0,0.0,we live in a small ranch house with a fenced in yard in a very close knit neighborhood street is very quiet  no one comes down unless you live there  our weekdays preety much consist of work and social obligations and fun john gets up first and gets ready for work and when he leaves i basically start my day he works in milford which is about  miles away amd i work right in downtown new haven which is less than five miles from my home john gets home from work first in general and i some in about an hour later  i have a very flexible work schedule and basically can come and go as i please out nights vary we both have varied social responsibilities i belong to the ladies auxiliary for the east haven fire department  john and i both work with a project in ecuador that helps build schools other things that make life better for our friends down there we spend time fundraising here and are surrounded by many good people for these functions  we also are two folks that love the water we have a boat and enjoy spending time on it and at the marina just hanging out i have lived in the area fro my whole life where as john was in the military and travelled for many years since i have lived in the area i have many friends and family close by and people have asked me if i should install a revolving door as many people stop in to say hello there is always coffee or tea on for guests and everyone is alway welcome at  edgar street!!
19498,4.0,0.0,1.0,5.0,5.0,5.0,3.0,5.0,0.0,we live in a small ranch house with a fenced in yard in a very close knit neighborhood street is very quiet  no one comes down unless you live there  our weekdays preety much consist of work and social obligations and fun john gets up first and gets ready for work and when he leaves i basically start my day he works in milford which is about  miles away amd i work right in downtown new haven which is less than five miles from my home john gets home from work first in general and i some in about an hour later  i have a very flexible work schedule and basically can come and go as i please out nights vary we both have varied social responsibilities i belong to the ladies auxiliary for the east haven fire department  john and i both work with a project in ecuador that helps build schools other things that make life better for our friends down there we spend time fundraising here and are surrounded by many good people for these functions  we also are two folks that love the water we have a boat and enjoy spending time on it and at the marina just hanging out i have lived in the area fro my whole life where as john was in the military and travelled for many years since i have lived in the area i have many friends and family close by and people have asked me if i should install a revolving door as many people stop in to say hello there is always coffee or tea on for guests and everyone is alway welcome at  edgar street!!
19498,13.0,0.0,1.0,5.0,4.0,5.0,4.0,5.0,0.0,we live in a small ranch house with a fenced in yard in a very close knit neighborhood street is very quiet  no one comes down unless you live there  our weekdays preety much consist of work and social obligations and fun john gets up first and gets ready for work and when he leaves i basically start my day he works in milford which is about  miles away amd i work right in downtown new haven which is less than five miles from my home john gets home from work first in general and i some in about an hour later  i have a very flexible work schedule and basically can come and go as i please out nights vary we both have varied social responsibilities i belong to the ladies auxiliary for the east haven fire department  john and i both work with a project in ecuador that helps build schools other things that make life better for our friends down there we spend time fundraising here and are surrounded by many good people for these functions  we also are two folks that love the water we have a boat and enjoy spending time on it and at the marina just hanging out i have lived in the area fro my whole life where as john was in the military and travelled for many years since i have lived in the area i have many friends and family close by and people have asked me if i should install a revolving door as many people stop in to say hello there is always coffee or tea on for guests and everyone is alway welcome at  edgar street!!
19489,9.0,0.0,1.0,5.0,4.0,5.0,3.0,5.0,0.0,we share our home with a  year old feisty female cat  hopefully the cat will welcome a puppy into the household  we have a single family home in an urban high population density neighborhood with a goodly number of dogs  i m employed as a university professor  this means my hours are long however other than my teaching and service commitments i have a fair amount of flexibility in my schedule my husband is a computer engineer  he also works long hours however  days per week he works from home  we predict our work situations will allow one of us to be available to the puppy at least every  hours  weekdays i typically leave the house at am to teach an am class  i have an  mile commute so i anticipate i can come home mid day to take the puppy out for a walk and training  i am customarily home by  pm my husband works from home wednesday through friday  under most circumstances he can take  minute breaks periodically throughout the day to tend the puppy  i am typically home on weekends and fill my time with household chores hikes bike rides errands as well as hours of research and preparation for my teaching responsibilities  on weekends my husband often is rehearsing or performing as a musician  when he s home he also engages in household chores yard work hikes bike rides and he is a runner 
19489,5.0,0.0,1.0,3.0,4.0,5.0,5.0,5.0,0.0,we share our home with a  year old feisty female cat  hopefully the cat will welcome a puppy into the household  we have a single family home in an urban high population density neighborhood with a goodly number of dogs  i m employed as a university professor  this means my hours are long however other than my teaching and service commitments i have a fair amount of flexibility in my schedule my husband is a computer engineer  he also works long hours however  days per week he works from home  we predict our work situations will allow one of us to be available to the puppy at least every  hours  weekdays i typically leave the house at am to teach an am class  i have an  mile commute so i anticipate i can come home mid day to take the puppy out for a walk and training  i am customarily home by  pm my husband works from home wednesday through friday  under most circumstances he can take  minute breaks periodically throughout the day to tend the puppy  i am typically home on weekends and fill my time with household chores hikes bike rides errands as well as hours of research and preparation for my teaching responsibilities  on weekends my husband often is rehearsing or performing as a musician  when he s home he also engages in household chores yard work hikes bike rides and he is a runner 
19489,13.0,0.0,1.0,5.0,5.0,5.0,3.0,5.0,0.0,we share our home with a  year old feisty female cat  hopefully the cat will welcome a puppy into the household  we have a single family home in an urban high population density neighborhood with a goodly number of dogs  i m employed as a university professor  this means my hours are long however other than my teaching and service commitments i have a fair amount of flexibility in my schedule my husband is a computer engineer  he also works long hours however  days per week he works from home  we predict our work situations will allow one of us to be available to the puppy at least every  hours  weekdays i typically leave the house at am to teach an am class  i have an  mile commute so i anticipate i can come home mid day to take the puppy out for a walk and training  i am customarily home by  pm my husband works from home wednesday through friday  under most circumstances he can take  minute breaks periodically throughout the day to tend the puppy  i am typically home on weekends and fill my time with household chores hikes bike rides errands as well as hours of research and preparation for my teaching responsibilities  on weekends my husband often is rehearsing or performing as a musician  when he s home he also engages in household chores yard work hikes bike rides and he is a runner 
19483,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,our days at this point in life our predictable  i work  days a week monday weds friday with a an occasional saturday am to pm  kevin works monday tues weds friday am to pm and an occasional half day on saturdays  i work at an inn  minutes from home and i will be able to bring the puppy to work with me to make sure i can work with the puppy as well as socialize the puppy  if it happens that i can not for some reason bring the dog to work kevin works  minute from home and they are willing to have the puppy there as well kevin also can come home for lunch for a half hour to attend to the pup  our children are  and  years old and live in their own homes and have careers but have grown up with labs as pets and love dogs  our children have threatened to move back home to help raise the puppy! our son lives in portland so when we visit we can give the pup the experience of that city and our daughter lives in boston so when the puppy is ready that is possible as well  we live  miles from the center of town but it feels rural  we do not have a fence but own  acres with plenty of space  the street we live on has only  other homes on it so the street is quiet great for beginning training for a puppy  we do have an  year old female lab tabby who is gentle and sweet and has helped raise our children so assisting raising a puppy will be much easier! we also adopted a cat a year and half ago charlie he is  years old orange very independent and he is declawed  he is very sure of himself and loves tabby we had two cats that were  years old and  years old that we lost about  and years ago we missed having them and so did tabby  tabby and charlie love to play with each other and enjoy the yard together  tabby is our second dog  black lab and we love dogs! our family mostly lives in maine and we own a family camp about  hours north of us on a small lake  it is lovely and a great place for dogs! we are excited about being raisers and learning the new way to train  we have trained  labs and feel we would be excellent raisers 
19483,8.0,0.0,1.0,5.0,5.0,4.0,4.0,3.0,0.0,our days at this point in life our predictable  i work  days a week monday weds friday with a an occasional saturday am to pm  kevin works monday tues weds friday am to pm and an occasional half day on saturdays  i work at an inn  minutes from home and i will be able to bring the puppy to work with me to make sure i can work with the puppy as well as socialize the puppy  if it happens that i can not for some reason bring the dog to work kevin works  minute from home and they are willing to have the puppy there as well kevin also can come home for lunch for a half hour to attend to the pup  our children are  and  years old and live in their own homes and have careers but have grown up with labs as pets and love dogs  our children have threatened to move back home to help raise the puppy! our son lives in portland so when we visit we can give the pup the experience of that city and our daughter lives in boston so when the puppy is ready that is possible as well  we live  miles from the center of town but it feels rural  we do not have a fence but own  acres with plenty of space  the street we live on has only  other homes on it so the street is quiet great for beginning training for a puppy  we do have an  year old female lab tabby who is gentle and sweet and has helped raise our children so assisting raising a puppy will be much easier! we also adopted a cat a year and half ago charlie he is  years old orange very independent and he is declawed  he is very sure of himself and loves tabby we had two cats that were  years old and  years old that we lost about  and years ago we missed having them and so did tabby  tabby and charlie love to play with each other and enjoy the yard together  tabby is our second dog  black lab and we love dogs! our family mostly lives in maine and we own a family camp about  hours north of us on a small lake  it is lovely and a great place for dogs! we are excited about being raisers and learning the new way to train  we have trained  labs and feel we would be excellent raisers 
19483,13.0,0.0,1.0,5.0,4.0,5.0,5.0,4.0,0.0,our days at this point in life our predictable  i work  days a week monday weds friday with a an occasional saturday am to pm  kevin works monday tues weds friday am to pm and an occasional half day on saturdays  i work at an inn  minutes from home and i will be able to bring the puppy to work with me to make sure i can work with the puppy as well as socialize the puppy  if it happens that i can not for some reason bring the dog to work kevin works  minute from home and they are willing to have the puppy there as well kevin also can come home for lunch for a half hour to attend to the pup  our children are  and  years old and live in their own homes and have careers but have grown up with labs as pets and love dogs  our children have threatened to move back home to help raise the puppy! our son lives in portland so when we visit we can give the pup the experience of that city and our daughter lives in boston so when the puppy is ready that is possible as well  we live  miles from the center of town but it feels rural  we do not have a fence but own  acres with plenty of space  the street we live on has only  other homes on it so the street is quiet great for beginning training for a puppy  we do have an  year old female lab tabby who is gentle and sweet and has helped raise our children so assisting raising a puppy will be much easier! we also adopted a cat a year and half ago charlie he is  years old orange very independent and he is declawed  he is very sure of himself and loves tabby we had two cats that were  years old and  years old that we lost about  and years ago we missed having them and so did tabby  tabby and charlie love to play with each other and enjoy the yard together  tabby is our second dog  black lab and we love dogs! our family mostly lives in maine and we own a family camp about  hours north of us on a small lake  it is lovely and a great place for dogs! we are excited about being raisers and learning the new way to train  we have trained  labs and feel we would be excellent raisers 
19475,10.0,0.0,1.0,5.0,3.0,3.0,3.0,5.0,0.0,my wife barbara and i are both retired and the nest has officially emptied with the marriage of our youngest son when i turned my thoughts turned to what my legacy might be when i leave this earth i already was familiar with geb through my new daughter in law but when i read an article in the aarp magazine i immediately knew this was the way to go i m thrilled to be a small part of helping to improve the quality of life for someone less fortunate than i our day is usually done as we decide it to be we re kind of big home improvement type folks and we currently are finishing up a kitchen remodel  in time for our little foster s arrival !! flexibility is a blessing for us at this point and all of the required responsibilities can easily be met and hopefully exceeded we live in our own home on a lot about of an acre exercise space will definitely not be an issue !! we re both very active and plan on staying that way that said had we purchased a pup i probably would have chosen the more laid back of the litter that said yet again i m confident we can work well with whatever pup we re assigned the entire family is excited about the whole thing and understand what the pup is all about and the mission we are on to hopefully prepare him for the next step i had the opportunity to work with one of these special creatures at puppy class this past week  his name was kennedy  and my enthusiasm is greater now than when i first applied thanks for the giving me the chance i ll give it my all !!!!!
19475,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,my wife barbara and i are both retired and the nest has officially emptied with the marriage of our youngest son when i turned my thoughts turned to what my legacy might be when i leave this earth i already was familiar with geb through my new daughter in law but when i read an article in the aarp magazine i immediately knew this was the way to go i m thrilled to be a small part of helping to improve the quality of life for someone less fortunate than i our day is usually done as we decide it to be we re kind of big home improvement type folks and we currently are finishing up a kitchen remodel  in time for our little foster s arrival !! flexibility is a blessing for us at this point and all of the required responsibilities can easily be met and hopefully exceeded we live in our own home on a lot about of an acre exercise space will definitely not be an issue !! we re both very active and plan on staying that way that said had we purchased a pup i probably would have chosen the more laid back of the litter that said yet again i m confident we can work well with whatever pup we re assigned the entire family is excited about the whole thing and understand what the pup is all about and the mission we are on to hopefully prepare him for the next step i had the opportunity to work with one of these special creatures at puppy class this past week  his name was kennedy  and my enthusiasm is greater now than when i first applied thanks for the giving me the chance i ll give it my all !!!!!
19473,13.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,0.0,i am recently retired from education as a special educator and administrator and am currently substituting from  on some days with special needs students  we rise at am and walk our current australian labradoodle mini hannah grace at this time for  minutes to an hour around downtown westport i leave the house at  my husband leaves the house at am i can arrive home for lunch at  a m  this is flexible as i have someone who can let the dog out with some play time midday following my workday i typically arrive home at and on some days run errands with hannah grace who is quite good in the car and settles when waiting between errands i might visit the library or the gym or grocery store or visit a friend we eat dinner between and typically i attend book club once a week on wednesdays and guide dog training on thursdays on the weekends we continue our morning walks in addition to a sunday morning beach walk at compo beach in westport where dogs are allowed off leash in the off season i tutor a student twice a month who is fearful of dogs hannah grace attends the session with me in the summer i co teach a literacy for dog lovers camp session at my home for children grades for mornings over the course of two weeks there are visiting dogs and guest speakers guiding eyes!  the purpose of the camp is to help children develop their knowledge of dogs and understand the relationship they can have with a dog some children are fearful of dogs are recent puppy owners or are planning to get a puppy some of the children are special needs children hannah grace is a therapy dog registered with the good dog foundation and is scheduled to attend read to rover as well as anticipated visits to silver hill hospital in new canaan  we are very flexible on our weekends usually hanging around the house and engaging in yardwork gardening and beachwalking  our son who has downs syndrome lives with two roommates independently in norwalk and we usually visit at some point over the weekend and bring the dog as they are dog lovers we have raised  golden retrievers in addition to hannah grace the last of whom passed on a year ago  we live in a house within walking distance to town that has a small fenced in area in the backyard behind the garden and patio we do not take our dogs to the front yard and they are not allowed outdoors alone we have many friends with nice dogs and periodically will have one stay with us overnight  golden retriever australian shepherd larger australian labradoodle  we will be going on a vacation for one week in march and a second week in august we typically take our dog in august we have our youngest son in college currently and our middle son lives locally all dog lovers  i am working currently to explore my next career passion with the intention of it including dogs and children  one of my main goals is to be able to bring my dog to my workplace! because i am retired i intend for my work to be part time 
19473,5.0,1.0,1.0,4.0,2.0,5.0,4.0,2.0,0.0,i am recently retired from education as a special educator and administrator and am currently substituting from  on some days with special needs students  we rise at am and walk our current australian labradoodle mini hannah grace at this time for  minutes to an hour around downtown westport i leave the house at  my husband leaves the house at am i can arrive home for lunch at  a m  this is flexible as i have someone who can let the dog out with some play time midday following my workday i typically arrive home at and on some days run errands with hannah grace who is quite good in the car and settles when waiting between errands i might visit the library or the gym or grocery store or visit a friend we eat dinner between and typically i attend book club once a week on wednesdays and guide dog training on thursdays on the weekends we continue our morning walks in addition to a sunday morning beach walk at compo beach in westport where dogs are allowed off leash in the off season i tutor a student twice a month who is fearful of dogs hannah grace attends the session with me in the summer i co teach a literacy for dog lovers camp session at my home for children grades for mornings over the course of two weeks there are visiting dogs and guest speakers guiding eyes!  the purpose of the camp is to help children develop their knowledge of dogs and understand the relationship they can have with a dog some children are fearful of dogs are recent puppy owners or are planning to get a puppy some of the children are special needs children hannah grace is a therapy dog registered with the good dog foundation and is scheduled to attend read to rover as well as anticipated visits to silver hill hospital in new canaan  we are very flexible on our weekends usually hanging around the house and engaging in yardwork gardening and beachwalking  our son who has downs syndrome lives with two roommates independently in norwalk and we usually visit at some point over the weekend and bring the dog as they are dog lovers we have raised  golden retrievers in addition to hannah grace the last of whom passed on a year ago  we live in a house within walking distance to town that has a small fenced in area in the backyard behind the garden and patio we do not take our dogs to the front yard and they are not allowed outdoors alone we have many friends with nice dogs and periodically will have one stay with us overnight  golden retriever australian shepherd larger australian labradoodle  we will be going on a vacation for one week in march and a second week in august we typically take our dog in august we have our youngest son in college currently and our middle son lives locally all dog lovers  i am working currently to explore my next career passion with the intention of it including dogs and children  one of my main goals is to be able to bring my dog to my workplace! because i am retired i intend for my work to be part time 
19471,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,i live with my husband two yellow labs and an african grey parrot  we have two adult children who do not live with us but visit  i take grace my f s to dog rally classes on wednesdays the portland library the st and rd tuesdays of the month for reading to grace  we also go to maine med twice a month  i am not working but active on and off the island  our home is fairly quiet 
19471,8.0,0.0,1.0,4.0,2.0,5.0,4.0,4.0,0.0,i live with my husband two yellow labs and an african grey parrot  we have two adult children who do not live with us but visit  i take grace my f s to dog rally classes on wednesdays the portland library the st and rd tuesdays of the month for reading to grace  we also go to maine med twice a month  i am not working but active on and off the island  our home is fairly quiet 
19445,13.0,0.0,1.0,5.0,4.0,4.0,4.0,5.0,0.0,i teach at a middle school and leave by  am and return by  during the school year i am an early riser and am typically up between   am i do not work in the summertime steven is out of the house from  am until  am during regular working hours his hours are extended between thanksgiving and christmas but we have a neighbor who helps out with our cats when needed and she would be willing to let a young puppy out to get busy when necessary yes we do have cats in our home they are house cats and do not go outside they have been exposed to dogs before we have acres of land and are feet off the road in a fairly rural area we are within  miles of a more urban area with sidewalks traffic lights a mall and several parks on weekends we enjoy outdoor activities including hiking snowshoeing swimming boating etc our children are in their early  s and do not live with us our youngest son is close by at college and is excited to be involved in our venture there are not any small children in our lives at this point 
19445,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,i teach at a middle school and leave by  am and return by  during the school year i am an early riser and am typically up between   am i do not work in the summertime steven is out of the house from  am until  am during regular working hours his hours are extended between thanksgiving and christmas but we have a neighbor who helps out with our cats when needed and she would be willing to let a young puppy out to get busy when necessary yes we do have cats in our home they are house cats and do not go outside they have been exposed to dogs before we have acres of land and are feet off the road in a fairly rural area we are within  miles of a more urban area with sidewalks traffic lights a mall and several parks on weekends we enjoy outdoor activities including hiking snowshoeing swimming boating etc our children are in their early  s and do not live with us our youngest son is close by at college and is excited to be involved in our venture there are not any small children in our lives at this point 
19445,8.0,0.0,1.0,4.0,4.0,4.0,4.0,4.0,0.0,i teach at a middle school and leave by  am and return by  during the school year i am an early riser and am typically up between   am i do not work in the summertime steven is out of the house from  am until  am during regular working hours his hours are extended between thanksgiving and christmas but we have a neighbor who helps out with our cats when needed and she would be willing to let a young puppy out to get busy when necessary yes we do have cats in our home they are house cats and do not go outside they have been exposed to dogs before we have acres of land and are feet off the road in a fairly rural area we are within  miles of a more urban area with sidewalks traffic lights a mall and several parks on weekends we enjoy outdoor activities including hiking snowshoeing swimming boating etc our children are in their early  s and do not live with us our youngest son is close by at college and is excited to be involved in our venture there are not any small children in our lives at this point 
