ogr_DogID,foodtype,exercisetype,age,sex,earcleaning,attendsclasses,behaveswellclass,attendshomeswitches,status
18995,eukanuba,walking running playing,12.0,1.0,4.0,5.0,4.0,5.0,0.0
18995,eukanuba excel,walking  hiking  playing  swimming,12.0,1.0,4.0,5.0,4.0,5.0,0.0
18985,iams,walks  fetch  playing with other dogs,13.0,1.0,5.0,5.0,5.0,5.0,0.0
18985,iams,walks  fetch  playing with other dogs,13.0,1.0,5.0,5.0,5.0,5.0,0.0
18984,california natural lamb & rice,walks  toys tug of war  puppy playdates,8.0,1.0,0.0,0.0,0.0,0.0,0.0
18984,california natural grain free lamb,puppy play  h      times per week        min walks each day     h hikes or socialization adventure  metro to smithsonian or shops  each weekend ,8.0,1.0,0.0,0.0,0.0,0.0,0.0
18970,iams,fetch and walking,8.0,0.0,0.0,0.0,0.0,0.0,0.0
18970,iams lamb and rice,fetch and going for walks,8.0,0.0,0.0,0.0,0.0,0.0,0.0
18966,fromm adult gold,walks and retrieving balls,8.0,1.0,0.0,0.0,0.0,0.0,1.0
18966,fromm adult gold,walks and long line in fields,8.0,1.0,0.0,0.0,0.0,0.0,1.0
18963,nutrisource chicken and rice,running  swimming  fetch  training  exposures,9.0,0.0,0.0,0.0,0.0,0.0,1.0
18910,iams,fetch and walks,12.0,1.0,5.0,5.0,4.0,1.0,0.0
18910,iams,walking and fetch,12.0,1.0,5.0,5.0,4.0,1.0,0.0
18910,iams puppy chow,walk  play with dogs  play toys,12.0,1.0,5.0,5.0,4.0,1.0,0.0
18907,iams lamb and rice,walking  playing with my other dog,12.0,0.0,5.0,5.0,4.0,5.0,1.0
18898,iams puppy smart health,walking   miles per day and plays in the back yard most days,4.0,0.0,4.0,5.0,4.0,3.0,0.0
18898,iams large breed,daily walks & playing in back yard,4.0,0.0,4.0,5.0,4.0,3.0,0.0
18891,iams,walks  runs in backyard  much playtime,3.0,0.0,1.0,5.0,5.0,1.0,0.0
18891,iams,plays in backyard with family dog,3.0,0.0,1.0,5.0,5.0,1.0,0.0
18888,imas,walk  puppy play ball,14.0,0.0,5.0,4.0,3.0,3.0,1.0
18887,purina pro plan large breed formula,walking  slow jogging  playing with toys with me and playing with mellow lab,13.0,1.0,4.0,5.0,4.0,5.0,0.0
18876,iams puppy chow,walks runs plays,4.0,0.0,4.0,5.0,4.0,3.0,0.0
18876,iams,walking  running  swimming when warm enough,4.0,0.0,4.0,5.0,4.0,3.0,0.0
18873,natural balance limited ingredent,walking in stores  playing with humans,12.0,1.0,5.0,5.0,4.0,5.0,0.0
18872,iams puppy chow,daily walks  plays with our dogs and kids,3.0,0.0,5.0,5.0,5.0,5.0,0.0
18872,iams mini chunck,frequent walks  plays with other dogs indoors and out,3.0,0.0,5.0,5.0,5.0,5.0,0.0
18871,iams,mostly play with people  walks often  sometimes plays with other dogs,9.0,1.0,0.0,0.0,0.0,0.0,0.0
18867,hills science,walking  running,13.0,1.0,5.0,5.0,5.0,1.0,0.0
18867,hills science puppy,running around at park  chasing ball  follow me,13.0,1.0,5.0,5.0,5.0,1.0,0.0
18864,iams weight control,walks,12.0,0.0,0.0,5.0,4.0,5.0,1.0
18864,iams puppy,walks playing in yard with other dogs and play with kids,12.0,0.0,0.0,5.0,4.0,5.0,1.0
18863,iams adult lamb and rice,walking  playing tugs with other dog  play groups  errands,12.0,1.0,5.0,5.0,3.0,5.0,0.0
18862,iams healthy naturals,before secret went into heat  we d go on   long walks practically every day  we d go to a friend s fenced in backyard  x week and secret would run w manny and   other dogs  we would play catch in our backyard on the long leashseveral times week now it s t,13.0,1.0,5.0,5.0,5.0,5.0,0.0
18853,iams,jogging  ball frisbee play  walking,13.0,1.0,4.0,4.0,4.0,5.0,1.0
18853,iams,jog     mi  day & play exercise,13.0,1.0,4.0,4.0,4.0,5.0,1.0
18846,i am,daily walk  play outside  play inside,13.0,0.0,5.0,5.0,4.0,5.0,0.0
18845,iams proactive health lamb and rice,walks  playing with other dogs  fetch,11.0,0.0,0.0,0.0,0.0,0.0,1.0
18845,iams puppy chow,walks  playing with other dogs,11.0,0.0,0.0,0.0,0.0,0.0,1.0
18812,iams puppy chow,walks  playing with other dogs  playing with people in the house ,13.0,1.0,0.0,0.0,0.0,0.0,1.0
18812,iams lamb and rice,walks  puppy play  fetch,13.0,1.0,0.0,0.0,0.0,0.0,1.0
18806,iams low residue and iams smart puppy,chases toy on tennis court every day   x daily walks  food puzzle toy every morning,5.0,0.0,5.0,5.0,3.0,1.0,0.0
18804,nutro,walks  fetch  playing with our other dog,12.0,0.0,0.0,0.0,0.0,0.0,0.0
18804,nutro natural choice,walks house play play with family dog,12.0,0.0,0.0,0.0,0.0,0.0,0.0
18791,iams puppy food,plays fetch and walk,5.0,0.0,5.0,5.0,4.0,5.0,0.0
18791,iams,two walks a day,5.0,0.0,5.0,5.0,4.0,5.0,0.0
18610,purina lamb and rice formula,walking  running,4.0,0.0,5.0,5.0,5.0,5.0,1.0
18610,iams lamb and rice,walking  playing,4.0,0.0,5.0,5.0,5.0,5.0,1.0
18610,purina lamb and rice formula,walking  running,4.0,0.0,5.0,5.0,5.0,5.0,1.0
18610,iams lamb and rice,walking  playing,4.0,0.0,5.0,5.0,5.0,5.0,1.0
18557,iams puppy chow  ?,running walks playing toys ,4.0,0.0,4.0,5.0,4.0,0.0,0.0
18557,iams rice and lamb,daily walks play with and with out other dogs,4.0,0.0,4.0,5.0,4.0,0.0,0.0
18549,earthborn coastal grain free mixed with natural balance alpha dog lamb,  mile walks  daily running horse play with other dogs in fenced in yard  outings,13.0,1.0,0.0,0.0,0.0,0.0,1.0
18549,taste of wild puppy   bison,free exercise in fenced in yard with   other dogs  plus normal dog play indoors,13.0,1.0,0.0,0.0,0.0,0.0,1.0
18546,purina one,walk  fetch  tug  running around lawn,14.0,1.0,0.0,0.0,0.0,0.0,0.0
18546,purina puppy chow,walks  long line in field  tug of war  fetch,14.0,1.0,0.0,0.0,0.0,0.0,0.0
18540,iams puppy chow,walking and playing,4.0,0.0,5.0,5.0,3.0,0.0,0.0
18540,iams adult large breed   green bag,mostly long walks  some play date runs with another puppy  some swimming for short periods during long walks ,4.0,0.0,5.0,5.0,3.0,0.0,0.0
18530,iams puppy chow,walking and exercising   training,4.0,0.0,5.0,1.0,4.0,1.0,0.0
18530,iams,walking  training  sidewalks  cross walks,4.0,0.0,5.0,1.0,4.0,1.0,0.0
18528,iams,walking  fetch  play dates,12.0,1.0,0.0,0.0,0.0,0.0,0.0
18528,iams,walking  running  jumping,12.0,1.0,0.0,0.0,0.0,0.0,0.0
18525,iams puppy chow,short walks  ball play,4.0,1.0,4.0,3.0,3.0,4.0,0.0
18525,purina one,walks  playtime,4.0,1.0,4.0,3.0,3.0,4.0,0.0
18518,science diet puppy for regular sized dogs,runs around in the back yard with us there playing with a standard poodle  daily walks to neighbors and mail box ,4.0,1.0,3.0,5.0,5.0,0.0,1.0
18518,science diet small bite lamb and rice,walks and plays in yard with poddle,4.0,1.0,3.0,5.0,5.0,0.0,1.0
18498,iams,backyard play with my pet dog  walks,4.0,1.0,5.0,5.0,4.0,3.0,1.0
18497,iams lamb and rice,she plays with other dogs daily and is always the leader of play  she lives on a college campus so is always moving around,5.0,1.0,5.0,5.0,3.0,5.0,1.0
18497,iams lamb and rice,walks stairs around campus etc,5.0,1.0,5.0,5.0,3.0,5.0,1.0
18495,iams puppy,walking light jogging playing fetch indoors,4.0,0.0,3.0,5.0,3.0,5.0,0.0
18495,purina pro plan large breed,runing  playing  walking,4.0,0.0,3.0,5.0,3.0,5.0,0.0
18494,iams puppy,fetch  walks  tug ,4.0,1.0,0.0,5.0,4.0,0.0,0.0
18494,taste of the wild,walk  swim  fetch  play w other dogs,4.0,1.0,0.0,5.0,4.0,0.0,0.0
18485,jeni s homemade,playing with our other dog  playing with us  walks  playing in the backyard,4.0,1.0,5.0,5.0,4.0,5.0,1.0
18472,iams,walk and play,5.0,1.0,3.0,5.0,4.0,4.0,0.0
18472,iams,walks and play,5.0,1.0,3.0,5.0,4.0,4.0,0.0
18472,iams,        hour daily pack walk  backyard playtime,5.0,1.0,3.0,5.0,4.0,4.0,0.0
18469,iams,walks training playing,4.0,0.0,5.0,5.0,2.0,3.0,0.0
18469,iams,walks  plays fetch  plays outside,4.0,0.0,5.0,5.0,2.0,3.0,0.0
18430,pedigree puppy,lots !  of energy ,4.0,1.0,4.0,4.0,4.0,1.0,0.0
18430,iams lamb and rice,walking  toy playing  other dogs,4.0,1.0,4.0,4.0,4.0,1.0,0.0
18429,canidae   lg brd puppy,walking and ball play on occasion,4.0,0.0,4.0,4.0,3.0,3.0,0.0
18429,natural balance,walks  short runs  playing on long leash  hikes,4.0,0.0,4.0,4.0,3.0,3.0,0.0
18409,iams,outdoor walking and play  also  indoor play ,3.0,1.0,5.0,5.0,2.0,5.0,0.0
18409,iams and pedigree,walking and playing on long leash,3.0,1.0,5.0,5.0,2.0,5.0,0.0
18343,iams   puppy food,walks  play fetch  play dates ,8.0,1.0,5.0,2.0,2.0,4.0,1.0
18341,iams,playing in fenced yard  tugging  playing with our other dog  walks,9.0,0.0,4.0,4.0,3.0,5.0,0.0
18341,iams,playing with toys  running around outside on long lead  chasing balls,9.0,0.0,4.0,4.0,3.0,5.0,0.0
18336,iam s puppy chow,walks  running and chasing toys,7.0,1.0,4.0,5.0,4.0,3.0,1.0
18336,blue mt chick rice weight control,walks  fetch  run in yard,7.0,1.0,4.0,5.0,4.0,3.0,1.0
18168,iams large breed proactive health,walks  play time in yard,8.0,1.0,4.0,5.0,5.0,5.0,1.0
18168,iams puppy chow,walks  backyard play,8.0,1.0,4.0,5.0,5.0,5.0,1.0
18061,iams,fetch  walks  running around yard,8.0,1.0,5.0,5.0,4.0,5.0,1.0
18061,iams puppy chow,walks  playing ball  and running aroud the yard,8.0,1.0,5.0,5.0,4.0,5.0,1.0
18059,iams,walks  tug of war  hide and seek,4.0,0.0,4.0,5.0,3.0,1.0,1.0
18059,iams,walks   romps in snow  friendly play with other dog  lots of tug and hide& seek,4.0,0.0,4.0,5.0,3.0,1.0,1.0
18050,iams,walking free play with my other dog,8.0,0.0,3.0,5.0,4.0,5.0,0.0
18050,iams puppy,walking plays with my   year old dog,8.0,0.0,3.0,5.0,4.0,5.0,0.0
18044,iams,walks running around fenced in area  playing fetch  playing with tug toys  fast walking up and down driveway on leash,8.0,0.0,4.0,5.0,4.0,3.0,0.0
18044,iams puppy chow,walks around village neighborhood  playing in yard  fetch,8.0,0.0,4.0,5.0,4.0,3.0,0.0
18043,iam s smart puppy,walks  fenced backyard fun  tug a war  fetch,4.0,1.0,5.0,5.0,3.0,5.0,1.0
18043,iams,fenced yard  walks  shopping,4.0,1.0,5.0,5.0,3.0,5.0,1.0
18042,iam a proactive health smart puppy,walking  playing on run,4.0,0.0,3.0,5.0,3.0,3.0,1.0
18042,iams adult,walks playing in yard,4.0,0.0,3.0,5.0,3.0,3.0,1.0
18039,iams,walks and play,10.0,0.0,4.0,5.0,3.0,5.0,1.0
18033,iams smart puppy,walking  playing,3.0,0.0,1.0,4.0,5.0,1.0,0.0
18033,iams,play & walks,3.0,0.0,1.0,4.0,5.0,1.0,0.0
18033,iams,walks and running playing in yard,3.0,0.0,1.0,4.0,5.0,1.0,0.0
18031,iams,walks  tug,5.0,0.0,5.0,5.0,4.0,5.0,1.0
18028,iams smart puppy,walks  playing with other dog  likes to fetch balls and toys,4.0,1.0,5.0,4.0,4.0,4.0,1.0
18028,iams,walking  playing  running,4.0,1.0,5.0,4.0,4.0,4.0,1.0
18028,iams,walking  playing,4.0,1.0,5.0,4.0,4.0,4.0,1.0
18025,iams,walking and running with my dog ,7.0,0.0,3.0,5.0,4.0,3.0,0.0
18025,iams smart puppy chow,walking  running  playing with dogs and humans,7.0,0.0,3.0,5.0,4.0,3.0,0.0
17991,iams,walks around neighborhood   daily when weather is good  and indoor outdoor play,7.0,0.0,3.0,5.0,4.0,3.0,0.0
17991,iams,play time and walking,7.0,0.0,3.0,5.0,4.0,3.0,0.0
17989,iams,walks  running around at the park  playing in the backyard with other dogs,8.0,0.0,1.0,5.0,5.0,4.0,0.0
17989,iams puppy,walks  playing in the yard with our other dogs  playing tug of war  fetch  etc,8.0,0.0,1.0,5.0,5.0,4.0,0.0
17978,purina one,tug  walks  play dates  fetch,8.0,0.0,5.0,5.0,4.0,5.0,0.0
17978,purina one,fetch and play dates ,8.0,0.0,5.0,5.0,4.0,5.0,0.0
17972,iams proactive health smart puppy large breed,walk   playing fetch with a toy ball,4.0,0.0,4.0,4.0,3.0,5.0,1.0
17972,iams healthy naturals adult chicken and rice,walking  playing with ball fetch,4.0,0.0,4.0,4.0,3.0,5.0,1.0
17947,iams,walks  tug toys  fetch  play at the beach,4.0,1.0,5.0,4.0,4.0,3.0,1.0
17947,iams,walks  running  tugging play,4.0,1.0,5.0,4.0,4.0,3.0,1.0
17944,iams smart puppy,walking  playing with toys indoors,6.0,0.0,4.0,5.0,1.0,1.0,1.0
17944,iams,fetch  walks  puppy play  tug,6.0,0.0,4.0,5.0,1.0,1.0,1.0
17933,iams puppy adult  i am currently switching him over ,playing with toys and daily walks twice a day,4.0,0.0,4.0,5.0,4.0,0.0,0.0
17933,iams,walking  playing fetch,4.0,0.0,4.0,5.0,4.0,0.0,0.0
17932,iams smart puppy,fetch  running  walks  toys,4.0,1.0,4.0,5.0,5.0,3.0,0.0
17932,iams lamb and rice,walks  playing ,4.0,1.0,4.0,5.0,5.0,3.0,0.0
17932,iams lamb and rice,walks  fetch ,4.0,1.0,4.0,5.0,5.0,3.0,0.0
17926,purina pro plan,walking  running  fetch  other play,9.0,1.0,5.0,5.0,4.0,5.0,0.0
17926,iams puppy,walk  run  fetch  play ball,9.0,1.0,5.0,5.0,4.0,5.0,0.0
17889,iams,plays fetch in the morning for about half an hour  walkes with us while we are outside working  we go to parks or into town at least twice a week for a couple of hours  we sit outside in the evenings and have him fetch his toys and do somemore sits  downs,4.0,0.0,3.0,4.0,4.0,4.0,0.0
17889,iams large breed adult,waks outside when it isn t too cold  fetch in the house  store walks almost every day,4.0,0.0,3.0,4.0,4.0,4.0,0.0
17888,iams,mainly walks through nature trails on a long lead during the day and outings during the evenings,4.0,1.0,4.0,5.0,4.0,1.0,1.0
17888,iams,walks on a long line through nature trails and outings,4.0,1.0,4.0,5.0,4.0,1.0,1.0
17875,iams puppy,  one mile walks per day plus other walking  play time inside and in fenced yard,4.0,0.0,4.0,5.0,4.0,5.0,1.0
17875,iams adult  lamb & rice ,  long walk &   short walk day plus play,4.0,0.0,4.0,5.0,4.0,5.0,1.0
17864,blue seal natural   ,walking playing,12.0,0.0,5.0,5.0,5.0,5.0,1.0
17864,blue seal puppy chow,walking,12.0,0.0,5.0,5.0,5.0,5.0,1.0
17864,blue seal natural   ,walking playing,12.0,0.0,5.0,5.0,5.0,5.0,1.0
17863,iams lamb and rice,walks  fetch  outings,4.0,1.0,4.0,5.0,5.0,1.0,1.0
17863,imas lamb and rice,walking  playing in yard and outings,4.0,1.0,4.0,5.0,5.0,1.0,1.0
17847,iams adult,yard play and walking,9.0,0.0,4.0,4.0,4.0,3.0,0.0
17847,iams,walks  yard play,9.0,0.0,4.0,4.0,4.0,3.0,0.0
17845,iams,walks  swimming and some free exercise,5.0,1.0,4.0,5.0,4.0,1.0,0.0
17845,iam s,walking playing with balls and other toys,5.0,1.0,4.0,5.0,4.0,1.0,0.0
17839,iams,walking  running  playing fetch  playing tug,9.0,0.0,3.0,5.0,3.0,5.0,0.0
17839,iams puppy  transitioning to adult,walking  playing fetch  swimming  tug  playing in the house  playing with other dog,9.0,0.0,3.0,5.0,3.0,5.0,0.0
17839,iams,walking  running  playing fetch  playing tug,9.0,0.0,3.0,5.0,3.0,5.0,0.0
17801,iams low residue and purina puppy chow,play walk training,3.0,0.0,1.0,5.0,5.0,1.0,1.0
17801,purina one,walking playing hiking swimming,3.0,0.0,1.0,5.0,5.0,1.0,1.0
17801,natures balance,running,3.0,0.0,1.0,5.0,5.0,1.0,1.0
17801,iams low residue and purina puppy chow,play walk training,3.0,0.0,1.0,5.0,5.0,1.0,1.0
17801,purina one,walking playing hiking swimming,3.0,0.0,1.0,5.0,5.0,1.0,1.0
17796,purina one beyond lamb & rice,walking  playing tug  fetching sticks ball,14.0,0.0,5.0,5.0,4.0,5.0,1.0
17796,iams adult lamb and rice,walking  playing  fetch  hide seek ,14.0,0.0,5.0,5.0,4.0,5.0,1.0
17796,hills large breed puppy,walks  ball play  toy play  kiddie pool,14.0,0.0,5.0,5.0,4.0,5.0,1.0
17794,iams,walks  ball throwing  running around yard,8.0,0.0,3.0,5.0,3.0,5.0,0.0
17794,iams,walks  play  running in yard,8.0,0.0,3.0,5.0,3.0,5.0,0.0
17794,iams,play  walks  retrieving  kiddie pool,8.0,0.0,3.0,5.0,3.0,5.0,0.0
17787,diamond naturals,walks and playing fetch,8.0,0.0,5.0,5.0,4.0,5.0,1.0
17787,diamond naturals lamb and rice large breed puppy,  walks a day     one mile and   half mile ,8.0,0.0,5.0,5.0,4.0,5.0,1.0
17787,diamond naturals,walks  runs  playing,8.0,0.0,5.0,5.0,4.0,5.0,1.0
17786,iams adult lamb and rice,walks and playtime,7.0,1.0,4.0,5.0,3.0,3.0,1.0
17786,iams puppy,walks and playtime,7.0,1.0,4.0,5.0,3.0,3.0,1.0
17786,iams lamb meal & rice proactive health,      min walks  tug of war  wrestle w dog housemate in yard usually   hour per day broken up throughout the morning and after work,7.0,1.0,4.0,5.0,3.0,3.0,1.0
17778,honest kitchen mornings  taste of the wild evenings,walks  play in backyard,8.0,1.0,4.0,4.0,4.0,1.0,0.0
17778,honest kitchen  taste of the wild,plays with other dog  sometimes outside  and takes daily walks ,8.0,1.0,4.0,4.0,4.0,1.0,0.0
17776,iams lamb & rice,walking& playing,12.0,0.0,5.0,5.0,4.0,4.0,0.0
17776,iams,walking  fetching  playing with toys,12.0,0.0,5.0,5.0,4.0,4.0,0.0
17695,iams lamb and rice,walking  chasing tennis balls  playing with other dog,14.0,1.0,4.0,5.0,4.0,1.0,0.0
17695,iams lamb and rice,walking  playing with other dog,14.0,1.0,4.0,5.0,4.0,1.0,0.0
17695,iams puppy,walking  playing with toys  playing with other dogs,14.0,1.0,4.0,5.0,4.0,1.0,0.0
17680,iams,walking,14.0,0.0,4.0,5.0,3.0,3.0,1.0
17680,iams lamb and rice,walking  running,14.0,0.0,4.0,5.0,3.0,3.0,1.0
17680,iams puppy chow,walks,14.0,0.0,4.0,5.0,3.0,3.0,1.0
17676,mix of iams puppy and kirkland all natural puppy,walks  playing fetch  tug  hide and seek  playing at camp,4.0,0.0,4.0,4.0,1.0,3.0,0.0
17676,iams,walks  playing fetch  tug  hide and seek  playing at camp,4.0,0.0,4.0,4.0,1.0,3.0,0.0
17676,iams,walks  playing in yard  playing with other dog,4.0,0.0,4.0,4.0,1.0,3.0,0.0
17673,iams,walks  play,13.0,0.0,4.0,5.0,4.0,5.0,1.0
17673,iams,walks  play,13.0,0.0,4.0,5.0,4.0,5.0,1.0
17673,iams,supervised walk  free play  interactive play,13.0,0.0,4.0,5.0,4.0,5.0,1.0
17671,purina pro plan puppy chicken,walking playing training up & down stairs,4.0,1.0,3.0,5.0,4.0,5.0,1.0
17671,blue chicken  adult & iams healthy naturals with chicken,walks   miles a day  play time throughout day,4.0,1.0,3.0,5.0,4.0,5.0,1.0
17671,southern states naturals chicken  rice and pearled barley,walk  fetch  play in house,4.0,1.0,3.0,5.0,4.0,5.0,1.0
17670,iams healthy choice dog food, +miles walks daily  plus on leash runs in ballfield,8.0,0.0,4.0,5.0,4.0,5.0,0.0
17670,iams, + miles per day leash walking,8.0,0.0,4.0,5.0,4.0,5.0,0.0
17670,iams smart puppy,outdoor walks  ball catch retrieve,8.0,0.0,4.0,5.0,4.0,5.0,0.0
17669,iams puppy,runs after a ball  plays with toys  my daughter has her runs outside,4.0,1.0,4.0,5.0,3.0,1.0,0.0
17669,iams,running in back yard,4.0,1.0,4.0,5.0,3.0,1.0,0.0
17665,iams,playing with pet dog  walks,14.0,1.0,0.0,0.0,4.0,5.0,0.0
17664,iams puppy,walks  playing fetch  running around,4.0,0.0,3.0,5.0,4.0,3.0,0.0
17664,iams,walks  fetch,4.0,0.0,3.0,5.0,4.0,3.0,0.0
17641,iams proactive health,walking  hiking  swimming  playing fetch & tug,7.0,0.0,4.0,5.0,4.0,4.0,1.0
17641,regal puppy bites,walking  hiking  fetch  water play,7.0,0.0,4.0,5.0,4.0,4.0,1.0
17641,iams lam and rice,walks  play with other dogs and fetch,7.0,0.0,4.0,5.0,4.0,4.0,1.0
17638,iams adult,walking and playing fetch,8.0,1.0,5.0,5.0,5.0,5.0,1.0
17638,iams,walking   fetch,8.0,1.0,5.0,5.0,5.0,5.0,1.0
17638,iams,walks  interactive play with toys  running on long leash,8.0,1.0,5.0,5.0,5.0,5.0,1.0
17635,iams puppy,walks  ball throws,4.0,1.0,5.0,5.0,4.0,3.0,1.0
17549,iams lamb and rice,running in back yard  playing with other dog  playing in the creek  going on long walks,8.0,1.0,5.0,5.0,5.0,0.0,1.0
17549,iams puppy chow,running in the backyard  walks  hiking  playing with other dogs,8.0,1.0,5.0,5.0,5.0,0.0,1.0
17547,iamsﾂ proactive health_ smart puppy original,walks  fetch  with ball   some running jogging,8.0,0.0,4.0,5.0,4.0,2.0,1.0
17547,iams puppy,daily walks   morning afternoon night  play with toys,8.0,0.0,4.0,5.0,4.0,2.0,1.0
17547,iams,walks  fetch with appropriate toys,8.0,0.0,4.0,5.0,4.0,2.0,1.0
17534,eukanuba large breed puppy,walking  play time with toys and other dog,4.0,1.0,4.0,4.0,4.0,4.0,1.0
17534,iams lamb & rice,walking playing,4.0,1.0,4.0,4.0,4.0,4.0,1.0
17534,iams lamb & rice,walking & running playing,4.0,1.0,4.0,4.0,4.0,4.0,1.0
17533,taste of the wild,walks on outings  runs in the yard,12.0,1.0,5.0,0.0,5.0,3.0,1.0
17533,origin,running around the back yard  going on walks,12.0,1.0,5.0,0.0,5.0,3.0,1.0
17533,wild,walks  playing in the backyard  fetch,12.0,1.0,5.0,0.0,5.0,3.0,1.0
17531,eukanuba low residue,walks,3.0,1.0,0.0,0.0,5.0,5.0,1.0
17507,science diet lamb and rice,walks  chasing frisbee returning,12.0,1.0,5.0,5.0,5.0,5.0,1.0
17507,science diet  puppy,walking  toys,12.0,1.0,5.0,5.0,5.0,5.0,1.0
17504,iams proactive health lamb meal & rice,walk  run  fetch,12.0,1.0,4.0,4.0,3.0,5.0,1.0
17504,iams smart puppy large breed  i just bought some iam s regular smart puppy for treat portion ,can get frantic with leash  doesn t like corrected   will bark  jump at me  bite,12.0,1.0,4.0,4.0,3.0,5.0,1.0
17504,iams proactive health lamb meal & rice,walk  run  fetch,12.0,1.0,4.0,4.0,3.0,5.0,1.0
17498,iams adult,walks  treadmill  fetch,14.0,0.0,5.0,5.0,4.0,5.0,1.0
17498,royal canin large breed puppy,walks  tug of war  fetch,14.0,0.0,5.0,5.0,4.0,5.0,1.0
17498,science diet adult,fetch  walks  playing with the kids,14.0,0.0,5.0,5.0,4.0,5.0,1.0
17497,iams puppy,walking  fetch  and training,4.0,0.0,4.0,4.0,3.0,0.0,1.0
17497,iams lamb and rice,walks  play  fetch,4.0,0.0,4.0,4.0,3.0,0.0,1.0
17497,iams lamb and rice,walks and play,4.0,0.0,4.0,4.0,3.0,0.0,1.0
17495,purina pro plan,puppy play  walks  catch,3.0,1.0,5.0,5.0,5.0,1.0,0.0
17495,iams,brief walks  tug,3.0,1.0,5.0,5.0,5.0,1.0,0.0
17495,purina pro plan,walking  ball chaising,3.0,1.0,5.0,5.0,5.0,1.0,0.0
17495,iams,brief walks  tug,3.0,1.0,5.0,5.0,5.0,1.0,0.0
17495,purina pro plan,puppy play  walks  catch,3.0,1.0,5.0,5.0,5.0,1.0,0.0
17495,purina pro plan,walking  ball chaising,3.0,1.0,5.0,5.0,5.0,1.0,0.0
17485,iams lamb and rice,walks  play inside,14.0,1.0,5.0,5.0,3.0,3.0,0.0
17485,iams lamb and rice,walks outside,14.0,1.0,5.0,5.0,3.0,3.0,0.0
17485,iams lamb and rice,walks  playing with toys,14.0,1.0,5.0,5.0,3.0,3.0,0.0
17476,iams,running     miles  walks  fetch  playing with other household dogs,12.0,1.0,5.0,5.0,4.0,5.0,1.0
17476,iams,walking  short runs  plays ball  soft frisbee,12.0,1.0,5.0,5.0,4.0,5.0,1.0
17472,iams,walking,8.0,1.0,5.0,5.0,4.0,4.0,0.0
17472,imas,walking,8.0,1.0,5.0,5.0,4.0,4.0,0.0
17472,iams chicken and rice,walking,8.0,1.0,5.0,5.0,4.0,4.0,0.0
17468,low res,walk and play ball,8.0,1.0,5.0,5.0,3.0,2.0,0.0
17468,eucanuba lamb and rice puppy,walk,8.0,1.0,5.0,5.0,3.0,2.0,0.0
17468,eukanuba lamb and rice,walking and playing with dog toys  balls,8.0,1.0,5.0,5.0,3.0,2.0,0.0
17467,iams,walking fetch,4.0,0.0,5.0,4.0,4.0,1.0,1.0
17467,pedigree,walk  run  fetch ,4.0,0.0,5.0,4.0,4.0,1.0,1.0
17467,ian s,walks  fetch,4.0,0.0,5.0,4.0,4.0,1.0,1.0
17466,iams puppy chow,running walking playing,4.0,1.0,2.0,3.0,3.0,1.0,0.0
17466,iams lamb & rice,walks & plays with dogs,4.0,1.0,2.0,3.0,3.0,1.0,0.0
17448,iams,play with ball  walk  tug,3.0,1.0,4.0,5.0,4.0,4.0,0.0
17448,iams lamb meal and rice,walks  playing ball,3.0,1.0,4.0,5.0,4.0,4.0,0.0
17448,wellness adult,playing in fenced backyard  tugging w raiser  long walks hikes  playing ball fetch ,3.0,1.0,4.0,5.0,4.0,4.0,0.0
17444,iams,we walk and play with him ,7.0,0.0,5.0,5.0,4.0,1.0,0.0
17444,iams lamb and rice,walking playing,7.0,0.0,5.0,5.0,4.0,1.0,0.0
17444,iams smart puppy,walking  playing on long line  fetch,7.0,0.0,5.0,5.0,4.0,1.0,0.0
17440,iams,daily inside house play and brief walks   x week vigorous outdoor play,9.0,1.0,5.0,5.0,4.0,5.0,0.0
17440,iams,walking running,9.0,1.0,5.0,5.0,4.0,5.0,0.0
17427,isms,walks playing with other dogs,3.0,1.0,3.0,5.0,5.0,3.0,0.0
17427,iams,walking  playing trips out and about,3.0,1.0,3.0,5.0,5.0,3.0,0.0
17427,iams,play time outside running and   walks,3.0,1.0,3.0,5.0,5.0,3.0,0.0
17414,iams,long line walk or play,8.0,0.0,5.0,5.0,4.0,0.0,1.0
17414,iams,long line walk or play,8.0,0.0,5.0,5.0,4.0,0.0,1.0
17414,iams,walking,8.0,0.0,5.0,5.0,4.0,0.0,1.0
17404,iams lamb and rice,fetch running hiking  walking,8.0,1.0,2.0,5.0,3.0,1.0,0.0
17404,eukanuba,walking  ball fetching  running,8.0,1.0,2.0,5.0,3.0,1.0,0.0
17404,low residue from vet,running  walking  fetch  running up and down steps,8.0,1.0,2.0,5.0,3.0,1.0,0.0
17403,iams lamb & rice,weather permitting       walks daily plus inside playtime,15.0,1.0,5.0,4.0,4.0,4.0,1.0
17403,iams puppy,daily walks  town excursions  indoor play,15.0,1.0,5.0,4.0,4.0,4.0,1.0
17403,iams adult  lamb & rice ,daily walks  town excursions  indoor play,15.0,1.0,5.0,4.0,4.0,4.0,1.0
17401,iams rice and lamb,walking,8.0,0.0,4.0,5.0,4.0,5.0,0.0
17401,imams puppy chow,walks     times a day,8.0,0.0,4.0,5.0,4.0,5.0,0.0
17397,iams proactive healthy puppy,walks and active play in the house,4.0,0.0,3.0,5.0,4.0,3.0,0.0
