ogr_DogID,Age,Breed,Color,Sex,GoodAppetite,FoodAmount,Weight,Health,StoolFirm,EnergyLevel,EliminationInCrate,QuietInCrate,RespondsToCommandKennel,NoInappropriateChewing,Housemanners,LeftUnattended,EliminationInHouse,PlaybitePeople,StealsFood,OnFurniture,BarksExcessively,RaidsGarbage,CounterSurfingJumpOnDoors,JumpOnPeople,FriendlyWAnimals,GoodWKids,GoodWStrangers,WalksWellOnLeash,KnowCommandGetBusy,EliminatesOnRoute,ChasingAnimals,TrafficFear,NoiseFear,Stairs,SitsOnCommand,DownOnCommand,StaysOnCommand,ComeOnLeash,ComeOffLeash,CanGivePills,EarCleaning,NailCutting,AttendsClasses,BehavesWellClass,AttendsHomeSwitches,Status
18497,13,2,5,1,1,1,68,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,4,5,5,5,5,5,5,5,5,5,4,5,0,0,0,0,0,1
18496,5,2,5,1,1,3,0,4,4,4,5,4,3,3,3,4,4,3,3,4,2,4,3,4,5,5,5,4,4,3,4,4,5,5,5,5,3,4,4,5,3,2,5,3,3,0
18496,13,2,5,1,1,3,64.2,2,4,3,4,5,5,4,3,2,5,3,3,4,1,3,3,4,5,5,4,3,4,4,4,4,4,4,4,4,4,4,4,5,0,0,0,0,0,0
18495,4,2,1,0,1,3,23,5,4,5,5,4,5,3,4,3,5,3,3,4,5,5,3,2,5,5,5,4,5,3,4,5,4,5,5,5,3,4,5,5,3,4,5,3,5,0
18495,13,2,1,0,1,1,79,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,4,5,5,5,5,5,4,5,5,5,0,0,0,0,0,0
18494,4,2,5,1,1,3.75,39,5,5,5,5,5,4,3,3,4,4,1,5,3,5,5,3,3,5,5,5,3,2,2,5,3,4,5,5,3,1,3,3,0,0,3,5,4,0,0
18494,12,2,5,1,1,3,72,3,5,5,5,4,3,4,4,4,5,4,4,5,4,3,5,3,5,5,5,3,4,3,5,5,5,5,5,5,4,3,4,5,0,0,0,0,0,0
18486,14,2,1,0,1,1,56,5,5,5,5,4,4,4,4,4,4,5,4,3,5,4,5,3,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,0,0,0,0,0,0
18485,4,2,5,1,1,1,29,5,5,5,5,5,5,5,5,5,5,3,5,4,5,5,5,4,5,5,5,3,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,1
18482,2,2,5,1,1,2.25,10,0,4,5,5,3,1,4,5,5,4,3,4,5,4,5,5,3,5,3,4,5,3,4,3,3,4,3,5,4,3,3,3,1,1,0,5,5,0,0
18482,4,2,5,1,1,3.5,40,5,4,3,5,5,4,3,3,3,5,3,4,3,5,3,3,3,4,5,5,0,5,5,3,4,5,5,5,5,5,4,4,3,4,3,4,4,4,0
18482,14,2,5,1,1,2.5,71,4,5,3,5,5,4,5,5,5,5,3,5,3,5,5,5,3,4,4,4,4,4,3,4,4,4,5,4,4,4,4,3,3,0,0,0,0,0,0
18479,2,2,1,0,1,2.5,12,5,5,5,5,3,4,2,2,1,4,2,1,1,5,4,4,2,4,2,5,4,3,3,3,3,4,3,5,4,1,4,4,1,1,1,4,4,1,1
18479,14,2,1,0,1,3,72,5,4,3,5,5,5,2,3,2,5,3,4,4,3,4,5,4,1,4,4,4,5,4,1,4,4,3,5,5,5,5,5,4,0,0,0,0,0,1
18479,5,2,1,0,1,3.5,42,5,5,5,5,5,5,2,3,2,5,3,3,3,4,1,4,2,4,4,4,4,5,5,1,4,4,4,5,5,4,5,5,3,4,1,4,4,2,1
18478,5,2,5,1,1,3,31.3,4,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,3,5,5,5,4,5,4,4,3,5,5,5,5,4,5,3,3,5,4,5,4,5,0
18474,4,2,5,1,1,3,34,3,4,5,5,3,5,4,3,4,4,3,3,3,5,4,4,3,4,4,5,4,4,4,4,4,4,5,5,4,4,5,5,5,4,4,5,4,3,0
18473,8,2,5,1,1,4,49,5,5,5,5,5,4,5,4,4,5,4,4,5,5,4,5,4,5,5,5,3,4,4,3,5,5,5,4,4,5,5,4,5,3,4,5,3,5,0
18473,4,2,5,1,1,3,30,5,5,5,5,5,3,3,3,1,5,3,1,3,3,1,3,3,3,3,3,3,5,5,4,4,5,5,5,4,4,5,4,5,4,1,5,3,1,0
18472,5,2,5,1,1,3,26,4,4,5,5,4,4,4,4,5,4,3,4,4,3,4,5,2,4,4,4,3,4,4,4,4,5,4,5,5,4,3,3,5,3,4,5,4,4,0
18472,8,2,5,1,1,3,40,5,4,4,4,4,4,4,4,5,4,4,4,5,3,4,5,3,4,4,4,3,4,4,4,5,5,4,5,4,4,4,4,5,4,3,5,4,4,0
18472,0,2,5,1,1,3,45,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,4,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,3,0,0,0,0,0,0
18469,4,2,5,0,1,3,30,5,5,5,5,5,5,4,5,5,4,4,5,4,2,5,4,4,5,5,5,4,5,5,5,5,5,5,5,4,5,5,4,3,5,3,5,2,3,0
18469,8,2,5,0,1,3,50,5,5,5,5,4,5,4,4,3,5,4,5,5,5,5,4,2,4,5,5,4,5,2,5,5,5,5,5,5,4,5,4,5,5,3,5,4,5,0
18430,4,2,1,1,1,3.25,0,4,3,3,5,3,4,3,3,4,4,3,5,4,4,5,4,3,4,3,4,3,5,4,4,4,5,4,5,5,0,3,4,5,4,0,4,4,1,0
18430,8,2,1,1,1,1,55,5,5,5,4,4,4,5,3,3,5,3,3,4,4,2,3,3,4,4,4,4,5,5,4,4,5,4,5,4,4,5,3,5,5,2,5,4,5,0
18429,4,2,1,0,1,1,30,4,4,5,5,2,4,3,2,4,4,2,2,2,2,2,2,1,5,5,4,2,4,2,2,4,5,4,4,3,4,4,3,3,4,3,4,3,3,0
18429,8,2,1,0,1,4,62,5,5,5,5,5,3,4,4,3,4,3,4,3,4,5,5,3,5,5,5,3,5,3,5,5,5,5,5,5,4,4,5,5,4,4,5,3,1,0
18426,5,2,1,0,1,1,42,5,5,5,5,4,4,3,3,3,4,3,4,3,3,3,3,4,5,5,5,2,5,4,3,3,5,4,4,4,1,5,5,5,3,4,5,4,5,0
18426,15,2,1,0,1,1,76,5,5,4,5,4,4,4,4,4,5,4,4,4,3,4,4,4,5,5,5,3,5,5,3,4,4,4,4,4,4,4,4,5,0,0,0,0,0,0
18426,3,2,1,0,1,1,18,5,5,5,2,4,3,2,2,2,2,2,3,2,2,2,3,2,5,5,5,2,3,2,4,3,4,3,3,2,1,2,2,4,1,2,5,3,1,0
18425,7,2,1,0,1,5,62,3,5,5,5,4,4,2,3,2,5,2,5,4,3,3,2,3,5,5,5,4,4,4,5,5,4,3,5,5,4,5,5,5,5,2,5,4,4,0
18413,5,2,1,0,1,1,52,5,5,5,5,2,4,5,3,3,4,3,4,4,3,4,5,4,4,4,4,4,3,4,4,3,3,5,4,4,4,5,3,5,5,3,5,3,4,0
18413,8,2,1,0,1,1,0,5,4,4,5,4,4,4,4,3,5,3,4,5,3,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,0
18413,13,2,1,0,1,1,74.8,5,4,5,5,5,5,5,3,4,5,3,5,5,2,5,5,5,4,4,4,4,3,3,5,5,5,4,5,5,5,5,3,5,0,0,0,0,0,0
18410,4,2,2,1,1,1,27,5,4,4,5,5,5,4,4,3,5,4,3,3,5,4,5,2,4,1,3,4,5,4,3,3,3,4,5,5,1,4,3,5,4,4,1,1,1,0
18409,3,2,5,1,1,1,30,5,4,3,5,4,4,2,3,3,5,2,4,5,5,5,4,3,4,4,4,3,4,5,4,4,5,5,5,5,4,4,5,5,5,4,5,2,5,0
18409,7,2,5,1,1,3,60,5,4,3,4,4,5,3,3,2,4,4,5,3,3,4,4,2,3,3,3,3,3,4,3,3,3,5,5,5,3,3,4,5,4,4,5,3,1,0
18343,8,2,5,1,1,1,59,5,5,5,5,4,5,4,3,4,5,4,5,4,1,3,5,1,5,5,5,3,4,5,5,5,5,4,5,5,4,4,4,5,5,2,2,2,4,1
18342,5,2,1,0,1,1,42,5,4,4,5,4,4,5,4,4,4,3,4,4,4,4,4,4,5,4,4,5,5,0,4,5,5,5,5,5,0,5,5,0,0,0,0,4,0,1
18341,9,2,1,0,1,3,60,4,5,5,5,5,4,3,4,2,5,4,5,5,3,5,4,2,5,5,5,3,4,5,5,5,5,4,5,5,4,4,4,5,4,5,4,3,5,0
18341,6,2,1,0,1,3,30,5,5,5,5,3,2,2,2,1,5,3,2,4,3,5,1,2,5,1,5,3,3,4,3,1,3,3,5,5,2,3,3,1,2,1,5,3,5,0
18337,8,2,1,0,1,1,57,3,5,3,5,5,5,4,4,5,5,4,5,3,4,4,5,3,5,5,5,3,3,3,4,5,5,5,5,5,4,5,3,4,5,5,5,4,3,0
18337,4,2,5,0,1,1,31,5,5,4,5,4,4,3,3,3,4,3,5,4,3,5,4,3,5,5,5,2,4,4,3,4,4,4,4,4,3,4,3,5,5,4,5,4,5,0
18337,4,2,1,0,1,3,31,5,5,4,5,5,5,4,4,5,5,4,5,4,4,5,5,4,5,5,5,4,5,5,5,5,5,5,5,0,4,0,4,5,5,5,5,5,4,0
18337,13,2,5,0,1,1,68,5,5,4,5,3,5,4,5,4,5,5,4,4,3,5,5,4,5,5,5,4,4,5,4,5,5,5,5,4,4,4,4,5,5,5,5,4,5,0
18337,7,2,5,0,1,1,50,5,5,4,5,3,4,3,4,3,5,5,5,5,3,4,4,3,5,5,5,4,4,5,4,4,4,4,5,5,4,5,3,5,5,4,5,3,2,0
18336,7,2,5,1,1,1,50,5,5,5,5,4,3,2,4,4,5,3,4,4,4,4,4,4,5,5,5,3,4,4,4,4,4,2,4,4,3,4,4,4,4,3,5,4,3,1
18336,8,2,5,1,1,2.5,60,1,1,1,1,2,1,3,2,3,1,3,1,2,2,3,2,2,1,1,1,4,2,3,2,2,1,4,1,1,4,2,2,1,1,2,1,2,1,1
18335,8,2,5,1,1,2.5,60,5,5,5,5,5,5,4,5,4,5,3,5,5,5,3,5,4,5,5,5,3,5,4,5,5,5,5,5,5,5,4,4,5,4,5,5,4,4,1
18335,4,2,5,1,1,3,34,5,5,5,5,5,4,5,5,4,5,3,5,4,5,4,5,3,5,5,5,3,4,4,5,5,5,5,5,5,4,5,4,5,4,4,5,5,5,1
18334,4,2,5,0,1,1,25,5,5,5,5,5,5,4,4,3,4,5,5,3,5,5,4,4,5,5,5,4,5,4,5,4,5,5,5,5,3,5,4,5,5,5,0,5,5,1
18334,8,2,5,0,1,1,52,5,5,5,5,5,5,5,4,4,5,5,4,3,5,4,5,4,5,5,5,3,5,4,3,5,5,5,5,5,4,5,4,0,3,5,0,4,5,1
18334,15,2,5,0,1,1,60,5,5,5,5,5,5,5,5,4,5,4,4,5,4,5,5,4,5,5,5,4,4,4,4,4,5,5,5,5,5,5,4,5,0,0,0,0,0,1
18332,4,2,5,0,1,1,40,5,5,5,5,4,5,3,4,3,5,3,5,4,4,5,4,3,5,5,5,3,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,1,1
18332,8,2,5,0,1,3,62,5,5,5,5,5,5,4,4,4,5,5,5,4,5,5,5,4,5,3,4,4,5,4,5,5,4,5,5,5,4,5,4,5,5,4,5,4,1,1
18168,8,2,1,1,1,42402,53,4,5,5,5,4,5,4,4,4,5,4,4,5,4,5,4,4,4,5,5,4,5,4,4,5,5,4,5,5,4,5,4,5,4,3,5,5,5,1
18168,3,2,1,1,1,1,20,5,5,5,5,2,4,3,3,3,3,4,4,5,2,5,3,3,3,5,5,5,4,4,3,4,5,4,5,5,4,4,4,4,3,3,5,4,1,1
18166,8,2,5,0,1,1,53,5,5,4,5,5,5,5,5,5,5,5,5,3,5,4,5,4,5,3,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,1
18166,3,2,5,0,1,4.5,38,5,5,4,5,5,5,4,4,4,5,3,4,5,5,5,5,4,5,5,5,5,5,4,4,4,5,5,5,5,4,5,5,5,4,5,5,5,3,1
18165,8,2,5,1,1,1,46,5,5,5,5,4,4,4,4,4,5,5,5,4,4,4,5,4,5,5,5,5,5,5,4,4,5,5,5,5,3,5,4,5,5,5,5,5,5,0
18165,4,2,5,1,1,1,28,5,5,5,5,4,5,4,4,4,4,5,4,3,4,4,4,3,5,5,5,4,3,4,4,4,3,5,4,4,3,5,4,5,5,2,5,5,5,0
18163,9,2,5,0,1,3,58,5,5,5,5,5,5,4,3,4,5,5,5,5,4,4,3,4,2,4,4,4,5,4,4,5,5,5,5,5,4,4,4,1,4,3,5,3,5,0
18163,4,2,5,0,1,1,20,5,5,5,5,5,4,4,3,4,5,4,5,4,4,5,5,4,3,5,5,5,5,4,3,5,5,4,4,4,3,4,4,0,4,3,5,4,5,0
18160,4,2,5,0,1,1,22,4,3,3,4,2,4,2,2,2,4,2,3,3,3,3,4,2,5,4,5,3,4,4,2,3,5,3,5,4,3,5,5,3,3,3,5,3,3,0
18155,9,2,1,0,1,1.5,65,5,4,5,5,4,5,5,4,4,5,3,5,3,4,3,5,4,5,5,5,4,5,3,5,5,5,0,5,5,5,5,5,5,3,5,5,5,5,1
18155,4,2,1,0,1,1,30,5,4,5,5,3,3,1,3,5,5,1,5,4,4,1,4,4,5,0,5,5,5,4,0,5,5,5,5,5,5,5,5,5,0,0,5,5,5,1
18152,9,2,5,1,1,3,55,5,5,5,5,4,5,5,5,5,5,5,5,4,4,5,5,4,5,5,5,4,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,1
18152,5,2,5,1,1,3,40,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,4,5,5,4,5,4,5,4,5,5,4,5,1
18151,6,2,1,1,1,3,49,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,4,4,5,5,5,5,5,4,4,4,4,5,5,5,4,5,4,5,5,4,5,3,3,1
18151,9,2,1,1,1,3.5,50,5,5,5,5,5,4,5,4,5,5,4,5,4,5,5,5,4,5,5,5,5,5,5,4,5,4,4,4,4,4,4,4,5,5,5,4,4,5,1
18132,4,2,5,1,1,3,36,5,5,5,5,4,4,3,4,4,4,2,4,4,3,4,4,4,4,4,4,3,3,3,4,4,4,4,5,4,3,3,3,4,4,4,5,3,5,0
18132,8,2,5,1,1,1.5,57.3,5,5,4,5,5,5,5,4,4,5,4,5,4,5,4,4,4,4,4,4,2,4,4,4,4,4,5,5,5,4,4,3,5,4,4,5,2,5,0
18131,8,2,5,0,1,1,52,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,0
18131,4,2,5,0,1,1,38,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,0,0
18129,9,2,1,1,1,3,54.8,4,5,5,5,5,5,4,3,4,5,0,4,4,4,4,3,4,5,5,5,3,4,4,4,5,5,5,5,5,5,4,4,5,5,4,5,5,5,0
18129,3,2,1,1,1,3,27.5,5,4,5,5,5,5,3,4,4,3,3,5,0,4,4,4,0,5,5,5,3,3,4,4,5,5,5,5,5,4,4,3,5,5,4,5,4,5,0
18125,7,2,1,1,1,2.75,48,5,5,4,5,4,5,4,4,4,5,5,3,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,5,4,5,5,4,4,4,5,0
18125,4,2,1,1,1,3,32,5,5,4,5,4,4,2,2,2,4,4,2,2,3,1,2,3,3,4,4,3,4,3,3,3,4,4,4,3,2,4,3,4,3,3,5,4,2,0
18124,4,2,1,0,1,3,27,4,4,2,3,4,4,2,3,3,2,1,3,2,5,3,4,2,4,3,5,3,2,3,4,3,4,3,4,4,2,4,4,3,3,3,4,4,1,0
18124,7,2,1,0,1,3,58,5,5,2,5,3,4,2,1,2,5,3,3,3,2,3,2,1,4,3,4,2,4,3,3,3,4,3,4,4,4,3,3,3,3,2,5,3,3,0
18121,9,2,1,0,1,3.5,75,3,4,4,5,4,5,3,3,5,5,4,3,4,4,4,3,2,4,5,5,4,4,4,4,4,5,4,5,4,4,4,4,5,5,4,4,3,5,0
18121,3,2,1,0,1,4,35,5,5,4,5,4,5,3,4,0,5,2,5,4,3,4,4,4,4,4,4,4,5,4,0,4,4,3,5,4,3,5,5,5,4,4,5,3,5,0
18118,4,2,1,1,1,2.25,20.6,5,5,3,5,4,5,2,2,3,5,3,4,4,5,4,3,2,5,3,5,3,5,5,3,5,4,5,5,4,1,3,5,5,4,3,5,4,5,0
18118,9,2,1,1,1,1,45,4,5,5,5,4,5,5,4,3,4,5,4,5,4,4,4,4,5,5,5,4,4,4,5,5,5,5,4,4,4,5,4,5,5,3,5,5,5,0
18104,8,2,5,1,1,2.5,42,5,5,5,5,5,4,5,5,5,5,4,5,5,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,0,5,5,5,4,5,0
18104,4,2,5,1,1,2.25,28,5,5,5,5,2,3,3,2,4,4,2,5,4,2,4,2,1,5,5,5,4,4,4,4,5,4,5,5,4,3,5,4,5,3,2,5,3,5,0
18100,7,2,5,1,1,3.5,52,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,4,5,0
18100,4,2,5,1,1,3,27,5,4,5,5,5,5,5,5,5,5,4,5,5,4,5,4,5,5,5,5,5,5,4,5,5,5,4,5,4,4,5,5,0,5,4,5,5,0,0
18099,4,2,5,0,1,1,25.3,5,5,5,5,5,4,3,4,3,4,5,5,4,5,5,5,3,5,5,5,4,4,5,5,5,4,5,5,3,1,5,4,4,3,4,5,5,5,0
18099,7,2,5,0,1,1,66.7,5,5,5,5,5,5,4,5,3,5,4,5,5,5,4,4,5,5,5,5,3,5,5,5,4,4,5,4,4,3,5,5,5,4,4,5,4,4,0
18098,4,2,5,0,1,1,34,5,5,5,5,5,4,4,3,3,4,4,3,3,3,3,3,3,4,4,4,4,5,4,4,4,4,4,4,4,4,5,4,5,4,4,5,3,0,0
18098,8,2,5,0,1,1,53,5,5,5,5,4,4,4,4,4,5,4,4,3,4,4,4,4,4,4,4,3,5,5,4,4,4,4,5,4,4,5,5,5,4,5,5,4,1,0
18097,5,2,5,1,1,4,35,4,5,5,5,4,5,3,4,4,4,4,3,3,4,4,2,2,5,2,5,3,4,5,3,2,5,4,4,4,4,3,3,1,3,3,3,3,1,0
18097,10,2,5,1,1,1,53,2,5,5,5,4,3,4,4,4,4,5,5,5,5,5,2,3,5,3,5,4,4,5,4,4,4,5,4,4,2,4,2,3,3,2,5,4,3,0
18094,4,2,5,0,1,3.75,37,5,5,5,5,4,4,3,4,2,5,4,3,4,3,3,3,3,4,5,5,5,3,3,3,5,5,4,5,5,3,5,4,3,3,2,5,4,2,1
18094,8,2,5,0,1,4,60,5,5,5,5,3,4,3,4,3,5,4,4,5,3,3,3,4,5,5,5,3,3,4,3,5,5,5,5,5,5,5,4,5,2,1,5,5,1,1
18093,4,2,1,1,1,2.25,24,5,5,5,5,5,4,3,3,3,4,2,3,3,5,5,4,3,5,5,5,4,5,5,5,5,5,5,5,5,4,5,4,5,5,5,4,4,0,1
18093,7,2,1,1,1,1.5,45,5,5,5,5,5,5,4,4,3,5,4,5,4,3,4,4,3,5,5,5,3,5,5,3,5,4,5,5,5,5,4,3,5,5,3,3,2,2,1
18090,4,2,5,1,1,3,29,5,5,4,5,3,4,1,4,4,4,2,0,3,3,2,2,1,0,5,5,4,3,4,3,4,4,4,4,3,4,4,3,5,4,4,0,2,3,0
18090,8,2,5,1,1,3,49,5,5,5,5,3,4,5,4,5,5,4,4,3,4,5,4,3,5,4,4,5,5,4,4,4,4,5,5,4,4,5,5,3,3,4,5,5,4,0
18089,6,2,5,1,1,2,40,5,5,5,5,5,5,4,4,3,5,4,4,4,3,4,5,4,5,5,5,5,5,3,4,4,3,3,5,5,4,4,3,5,5,5,5,5,5,0
18089,3,2,5,1,1,1,20,5,5,5,5,4,4,4,4,3,3,3,4,4,4,5,4,4,5,5,5,4,4,3,4,4,5,3,5,5,1,5,5,0,5,1,5,5,5,0
18061,8,2,1,1,1,1,53,5,5,5,5,4,5,4,5,5,5,5,4,5,4,3,5,4,5,5,5,4,5,4,4,4,4,5,5,5,5,4,3,5,5,5,5,4,5,1
18061,4,2,1,1,1,1,33,5,5,5,5,5,4,3,4,4,5,3,5,4,4,5,3,5,5,5,5,5,5,4,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,1
18059,4,2,1,0,1,3,33,5,5,4,5,3,3,3,2,2,5,3,3,1,3,4,3,4,3,5,5,4,4,3,3,4,4,4,4,3,4,5,5,5,4,4,5,3,1,1
18059,7,2,1,0,1,1,60,5,4,4,4,3,3,3,4,3,4,5,4,4,2,5,5,4,4,5,5,4,4,3,3,4,4,4,4,0,3,4,4,4,2,3,4,4,3,1
18058,4,2,1,1,1,3,31,5,5,5,5,5,2,0,4,4,3,3,4,3,0,4,5,3,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,3,4,4,4,4,3,0
18058,8,2,1,1,1,3,50,5,5,5,5,5,4,3,4,4,5,4,4,4,4,4,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,5,4,4,0
18057,4,2,1,1,1,3,0,5,5,5,5,4,5,4,4,4,5,4,4,5,4,4,5,4,5,5,5,4,4,4,5,5,5,5,5,5,3,5,5,5,5,5,5,5,1,1
18057,8,2,1,1,1,3,47.6,5,5,5,5,5,4,5,5,5,5,5,5,4,5,4,4,4,5,5,5,4,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,1
18056,8,2,1,1,1,4,42.6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,4,4,5,5,4,4,4,4,4,0,5,5,0,5,5,5,1,1
18056,3,2,1,1,1,3,27,3,5,4,5,5,5,4,4,3,5,4,4,5,5,3,4,3,5,4,5,4,4,3,4,4,4,3,5,5,4,5,5,5,5,5,5,4,1,1
18054,8,2,5,0,1,1,65,5,5,4,3,5,5,4,4,3,5,3,5,4,3,5,5,3,3,3,5,3,5,5,4,4,5,4,5,5,4,5,5,1,5,3,4,3,4,0
18054,4,2,5,0,1,1,23,3,4,5,5,3,2,3,4,4,4,1,5,5,1,4,3,2,4,4,4,4,5,3,3,4,5,3,5,5,1,5,5,3,3,3,4,3,4,0
18051,8,2,1,0,1,4,54,4,5,5,5,5,5,4,4,4,5,5,4,4,4,4,4,4,5,5,4,4,4,5,4,4,5,5,5,5,4,4,4,5,5,5,5,5,5,0
18051,4,2,1,0,1,3,31,5,5,5,5,5,5,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,3,3,3,3,4,3,3,4,4,4,4,4,4,4,4,0
18050,8,2,1,0,1,1,52,4,5,5,4,4,5,3,4,4,5,5,4,4,4,4,4,3,5,4,4,4,4,4,4,5,5,4,4,5,2,4,3,4,3,4,5,4,5,0
18050,4,2,1,0,1,1,31.2,5,5,4,5,5,5,3,4,4,4,4,4,4,4,4,3,4,5,5,5,4,4,4,4,4,5,5,4,4,3,3,4,5,1,5,5,4,5,0
18049,7,2,1,1,1,2.5,60.5,5,5,5,5,5,5,5,4,4,4,5,5,5,4,5,5,3,3,3,4,3,4,3,3,5,5,4,5,5,4,4,3,5,3,5,5,4,2,0
18049,4,2,1,1,1,3.5,34,5,5,4,5,4,3,2,4,1,4,3,5,4,1,4,5,2,5,5,5,3,3,3,4,4,4,5,5,5,4,4,4,5,4,4,4,4,1,0
18048,9,2,1,1,1,1,49,4,5,5,5,5,4,5,4,4,5,5,5,4,4,5,5,3,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,4,3,0
18048,7,2,1,1,1,1,46,4,5,5,5,5,4,4,4,4,5,4,5,4,5,5,5,4,5,5,5,4,5,4,5,4,5,4,4,4,4,4,4,5,4,4,4,0,3,0
18047,5,2,1,1,1,3,25,5,5,5,5,5,5,4,4,3,4,5,5,4,5,5,5,5,5,5,5,4,4,4,3,5,5,5,5,5,4,5,4,5,5,5,5,5,3,0
18047,9,2,1,1,1,3,46,5,5,5,5,5,5,4,3,3,5,5,5,3,4,4,4,5,4,5,5,4,5,4,5,4,5,5,5,5,4,5,4,5,5,5,5,5,3,0
18045,4,2,5,0,1,1,24,5,5,5,5,5,4,4,5,5,4,4,5,5,5,5,5,4,5,5,5,4,5,4,4,4,4,5,5,4,5,5,5,5,4,4,5,5,3,0
18045,8,2,5,0,1,6,57,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,1,0
18044,8,2,5,0,1,1,60,5,5,5,5,4,3,4,3,3,5,4,3,4,4,4,2,3,4,4,4,3,5,5,3,4,4,4,5,5,4,5,5,4,4,4,5,4,3,0
18044,4,2,5,0,1,1,24,5,5,4,5,3,3,3,2,2,4,2,2,2,2,1,2,2,1,4,4,1,5,5,2,2,4,3,5,4,3,4,4,4,3,3,3,3,1,0
18043,4,2,3,1,1,1,32,4,5,4,5,4,4,2,4,3,4,3,5,4,3,3,4,2,5,5,5,3,4,4,5,4,5,2,4,4,4,4,3,5,5,2,5,3,5,1
18043,8,2,5,1,1,42430,59,4,5,4,5,5,5,2,3,3,5,4,3,4,3,2,5,2,3,3,4,2,4,4,3,4,3,3,4,4,4,4,2,5,5,3,5,2,0,1
18042,4,2,5,0,1,3,34,5,5,5,5,5,5,5,4,4,5,3,5,4,3,5,4,3,5,5,5,3,4,5,4,4,5,5,5,4,4,4,4,3,3,4,5,3,3,1
18042,8,2,5,0,1,3,56,5,5,3,5,5,5,5,3,4,5,3,5,4,4,5,4,3,4,5,4,5,4,4,4,5,5,5,5,5,4,5,5,5,5,4,5,3,5,1
18040,5,2,5,0,1,1,31,5,5,5,5,4,5,4,4,5,4,5,5,4,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,0,5,4,5,5,1,1
18039,10,2,5,0,1,4,72,5,5,5,5,5,4,3,4,4,5,4,5,4,4,5,3,2,4,4,5,4,4,4,5,5,5,3,4,4,2,5,5,5,4,4,5,3,5,1
18037,7,2,5,1,1,3,48,5,5,5,5,5,5,5,5,4,5,4,5,5,4,5,5,3,5,5,5,3,5,5,5,5,5,3,5,5,5,5,3,5,4,4,5,4,5,1
18037,4,2,5,1,1,3,36,5,5,5,5,5,4,2,4,5,5,4,4,5,4,4,5,3,4,5,5,2,5,4,2,4,5,2,5,5,3,3,3,3,3,3,5,2,5,1
18034,3,2,5,0,1,1,24,4,5,5,5,3,3,1,3,3,4,2,5,4,4,4,4,5,5,5,5,4,4,4,4,5,5,3,3,3,3,4,4,4,4,3,5,4,3,1
18034,8,2,5,0,1,1,55,0,5,5,5,2,3,3,2,3,5,3,4,3,3,4,5,2,4,5,4,4,5,5,4,3,4,5,3,3,4,5,5,5,4,3,5,4,5,1
18033,3,2,5,0,1,38049,35,5,5,5,5,4,3,2,3,2,2,3,4,4,4,3,5,4,4,4,5,3,3,3,4,4,5,5,4,4,1,5,1,1,1,3,4,5,1,0
18033,9,2,5,0,1,1,60,5,5,4,5,5,4,4,4,4,4,5,5,3,4,4,5,3,5,5,5,3,5,4,5,4,5,5,5,4,4,5,4,5,4,4,5,4,4,0
18033,7,2,5,0,1,1,60,5,5,4,5,4,4,4,4,4,4,5,5,4,4,4,5,3,5,5,5,4,4,4,5,5,5,5,3,5,5,5,5,5,4,4,5,4,5,0
