Age,Breed,Sex,Health,EnergyLevel,Mannerisms,CommandResponse,Status
14,2,0,5,4,3.5,3.333333333,0
4,2,0,5,5,4.863636364,4.833333333,0
8,2,0,5,5,4.818181818,5,0
12,2,0,5,5,4.909090909,5,0
4,2,0,5,5,4.818181818,4.833333333,0
12,2,0,5,5,4.181818182,4.5,0
4,2,0,5,5,4.954545455,5,0
12,2,0,5,5,4.636363636,4.166666667,0
4,2,0,5,5,4.409090909,3.333333333,0
13,2,1,4,4,4.090909091,4,0
4,2,1,4,4,3.636363636,3.666666667,0
8,2,1,4,4,3.772727273,3.833333333,0
4,2,1,5,5,3.681818182,4,0
12,2,1,5,5,4.863636364,5,0
8,2,1,5,5,4.318181818,5,0
8,2,1,5,5,4.045454545,4.333333333,0
5,2,1,5,4,2.727272727,2.666666667,0
12,2,1,5,4,4.181818182,4.666666667,0
12,2,1,5,4,4.363636364,4.333333333,0
4,2,1,5,4,3.727272727,4.666666667,0
8,2,1,5,4,3.727272727,4.5,0
9,2,1,5,4,4.181818182,4,0
4,2,1,5,5,4.090909091,4.666666667,0
13,2,1,5,5,4.181818182,4.333333333,0
6,2,1,5,5,4.5,3.666666667,0
13,2,1,5,5,4.227272727,3.5,0
6,2,0,4,5,4.181818182,4.166666667,0
12,2,0,4,4,4.318181818,5,0
3,2,0,5,4,3.636363636,3.166666667,0
10,2,0,4,5,4.045454545,4.166666667,0
5,2,0,5,4,3.318181818,4.166666667,0
14,2,0,1,4,4.136363636,4.5,0
10,2,0,4,5,4.090909091,4.166666667,0
8,2,0,5,5,4.727272727,3.833333333,0
3,2,1,5,4,3.5,3,0
7,2,1,5,5,4.454545455,4.166666667,0
10,2,1,3,4,4.318181818,4.333333333,0
4,2,1,4,5,4.090909091,4.833333333,0
13,2,1,5,5,4.818181818,5,0
8,2,1,5,5,4.318181818,4.833333333,0
4,2,0,4,5,3.5,3.5,0
12,2,0,4,4,4.136363636,4,0
7,2,0,4,4,4.136363636,4.166666667,0
9,2,1,5,5,4.5,4,0
13,2,1,5,5,4.454545455,4,0
8,2,1,5,5,4.454545455,4.833333333,0
4,2,1,4,5,4.272727273,4.833333333,0
14,2,1,4,5,4.636363636,5,0
12,2,0,4,5,4.772727273,4.833333333,0
4,2,0,4,5,4.590909091,3.833333333,0
7,2,0,5,5,4.454545455,4.833333333,0
4,2,0,5,5,3.545454545,3.5,0
9,2,0,5,5,4.590909091,4.833333333,0
4,2,0,5,4,3.954545455,4.166666667,0
13,2,0,5,5,4.772727273,5,0
4,2,1,4,5,4.181818182,4.166666667,0
8,2,1,4,5,3.727272727,4,0
12,2,1,5,5,3.863636364,3.833333333,0
4,2,1,3,4,3.272727273,4,0
9,2,0,5,5,4.590909091,4,0
5,2,0,5,5,4.5,4.333333333,0
13,2,0,5,5,4.590909091,4.166666667,0
13,2,1,3,5,4.590909091,4.833333333,0
4,2,1,5,5,4,4.166666667,0
8,2,1,4,5,4.318181818,4.666666667,0
5,2,1,5,4,3.727272727,3.666666667,0
9,2,1,5,5,4.227272727,4,0
13,2,1,5,5,4.636363636,4.5,0
4,2,0,3,5,4.136363636,3.166666667,0
8,2,0,5,5,4.318181818,4.833333333,0
13,2,0,4,5,4.363636364,4.333333333,0
4,2,0,5,5,4.318181818,3.333333333,0
7,2,0,5,4,4.272727273,4.166666667,0
13,2,0,5,4,4.5,4,0
4,2,1,5,5,3.636363636,3.5,0
8,2,1,5,4,3.772727273,4,0
10,2,0,5,5,4.454545455,5,0
3,2,0,5,5,4.363636364,3.666666667,0
13,2,1,5,4,4.363636364,4.166666667,0
4,2,1,5,5,3.818181818,2.5,0
9,2,1,5,5,4.363636364,4.166666667,0
13,2,1,5,5,4.772727273,5,0
5,2,1,4,5,4.545454545,4.166666667,0
8,2,0,5,5,3.954545455,4,0
4,2,0,5,5,3.818181818,4,0
12,2,0,5,5,4.227272727,4.5,0
4,2,0,5,2,3.090909091,2.5,0
8,2,0,5,5,3.818181818,3.666666667,0
13,2,0,5,4,4.090909091,4.333333333,0
13,2,1,5,5,4.454545455,4.833333333,0
8,2,1,5,5,4.545454545,4.666666667,0
4,2,1,5,5,3.909090909,4.166666667,0
7,2,0,5,5,4.5,4.666666667,0
11,2,0,5,5,4.590909091,4.5,0
3,2,0,3,5,3.545454545,4.166666667,0
14,2,0,5,5,4.636363636,5,0
5,2,0,5,5,4.045454545,4.166666667,0
8,2,0,5,5,4.272727273,4.5,0
13,2,0,5,4,4.5,4.166666667,0
4,2,0,5,5,3.863636364,3.833333333,0
8,2,0,5,4,3.772727273,4.5,0
13,2,0,5,5,4.545454545,5,0
4,2,0,5,5,4.181818182,4,0
5,2,1,5,5,4.545454545,4.666666667,0
8,2,0,5,5,4.590909091,4.833333333,0
6,2,0,5,5,4.409090909,4.833333333,0
13,2,0,5,5,4.636363636,4.833333333,0
12,2,1,5,4,4.681818182,4.666666667,0
7,2,0,5,4,4.590909091,4.833333333,0
4,2,0,5,5,4,4,0
8,2,0,5,4,3.681818182,4,0
13,2,0,4,4,3.545454545,4,0
4,2,0,4,4,3.545454545,3.333333333,0
7,2,1,5,4,4.272727273,4.833333333,0
4,2,1,5,4,4.136363636,4.5,0
11,2,1,5,4,4.454545455,4.833333333,0
7,2,0,5,4,4.090909091,4,0
13,2,0,4,5,4.181818182,4.5,0
5,2,0,4,4,3.681818182,3.5,0
9,2,0,5,5,4.590909091,4.5,0
3,2,0,5,5,3.818181818,3.333333333,0
12,2,0,5,5,4.818181818,4.833333333,0
8,2,0,5,5,4.5,4.666666667,0
12,2,0,4,5,4.045454545,4.333333333,0
4,2,0,5,4,3.545454545,3.833333333,0
8,2,0,5,5,4.090909091,3.5,0
12,2,0,5,5,4.409090909,4.166666667,0
4,2,1,3,5,4.545454545,4.333333333,0
7,2,1,5,5,4.409090909,4.5,0
12,2,1,5,5,4.590909091,4.666666667,0
8,2,1,5,5,4.363636364,4.5,0
13,2,1,5,5,4.590909091,4.666666667,0
6,2,1,5,5,4.045454545,4.333333333,0
4,2,0,5,5,3.454545455,3.833333333,0
12,2,0,5,5,4.454545455,5,0
8,2,0,5,5,4.090909091,4.833333333,0
4,2,0,5,5,4.454545455,4.666666667,0
9,2,0,4,5,4.772727273,4.833333333,0
13,2,0,4,5,4.636363636,4.5,0
3,2,1,5,5,4.363636364,4,0
14,2,1,4,5,4.954545455,5,0
9,2,1,5,5,4.818181818,4.5,0
7,2,0,5,5,4.863636364,4.833333333,0
3,2,0,5,5,4.636363636,4,0
12,2,0,5,5,4.909090909,5,0
8,2,0,5,5,4.136363636,4.166666667,0
12,2,0,5,5,4.454545455,4.333333333,0
12,2,0,5,5,4.636363636,4.666666667,0
7,2,0,5,5,4.772727273,4.5,0
6,2,1,5,5,4.590909091,4.333333333,0
9,2,1,5,5,4.727272727,4.833333333,0
12,2,1,4,5,4.545454545,4,0
7,2,1,3,5,4.454545455,3.833333333,0
4,2,1,5,5,3.909090909,3.333333333,0
4,2,0,5,5,4.272727273,4.5,0
12,2,1,4,4,4.272727273,4.666666667,0
8,2,1,5,5,4.227272727,4.5,0
4,2,1,5,5,3.909090909,3.833333333,0
13,2,0,5,4,4.590909091,4.333333333,0
8,2,0,5,4,4.136363636,4.166666667,0
4,2,0,5,5,3.636363636,3.833333333,0
8,2,1,5,4,3.772727273,4.166666667,0
2,2,1,4,4,3.409090909,3.666666667,0
12,2,1,5,4,3.772727273,4.166666667,0
12,2,1,5,4,3.863636364,4.166666667,0
9,2,0,5,5,4.545454545,5,0
3,2,0,5,5,4.136363636,4.666666667,0
5,2,0,5,5,3.772727273,4.5,0
8,2,0,5,5,4.772727273,5,0
4,2,1,5,5,4.272727273,4.833333333,0
9,2,1,5,5,4.590909091,5,0
12,2,1,5,5,4.772727273,4.833333333,0
14,2,1,5,5,4.045454545,4.5,0
4,2,1,5,5,3.5,3.333333333,0
8,2,1,5,4,3.636363636,4.166666667,0
8,2,0,5,5,4.090909091,5,0
4,2,0,4,5,3.863636364,4.666666667,0
11,2,0,5,5,4.318181818,5,0
12,2,0,5,5,4.5,4.833333333,0
8,2,1,5,5,4.272727273,4.5,0
5,2,1,5,4,3.818181818,3.833333333,0
12,2,1,5,5,4.590909091,4.666666667,0
8,2,0,3,4,4.545454545,4.5,0
8,2,0,3,4,4.545454545,4.5,0
8,2,0,5,3,4.363636364,4.333333333,0
4,2,0,4,5,3.681818182,3.833333333,0
14,2,0,3,4,4.590909091,4.833333333,0
8,2,1,5,5,4.590909091,5,0
13,2,1,4,5,4.090909091,4.333333333,0
12,2,1,5,5,4.318181818,4.833333333,0
4,2,1,5,5,4.363636364,4.5,0
9,2,1,5,5,4.090909091,4.833333333,0
11,2,1,5,4,4.409090909,4.166666667,0
4,2,1,5,5,3.818181818,4.166666667,0
12,2,1,0,5,4.045454545,3.666666667,0
9,2,1,5,5,4.545454545,4.333333333,0
4,2,1,5,5,3.909090909,4,0
8,2,0,3,3,4,4.833333333,0
3,2,0,2,5,3.409090909,3.833333333,0
14,2,0,4,4,4.318181818,5,0
11,2,0,3,4,3.636363636,4.333333333,0
4,2,0,3,4,4.090909091,4,0
12,2,0,5,4,4.636363636,4.833333333,0
8,2,0,5,4,4.727272727,4.5,0
4,2,0,5,4,3.954545455,3.166666667,0
4,2,1,4,5,3.227272727,3.5,0
8,2,1,4,5,4.409090909,4.5,0
12,2,1,5,5,4.318181818,4.666666667,0
4,2,0,5,5,4.681818182,5,0
13,2,0,5,5,4.818181818,4.833333333,0
8,2,0,5,5,4.727272727,4.5,0
13,2,0,5,4,4.363636364,4.5,0
8,2,0,5,5,4.045454545,4.666666667,0
4,2,0,5,5,4.136363636,4.666666667,0
13,2,0,5,3,4.727272727,4.5,0
4,2,0,5,3,3.545454545,0.833333333,0
8,2,0,5,4,4.409090909,4.333333333,0
8,2,1,5,5,4.727272727,4.5,0
4,2,1,5,5,4.272727273,4.333333333,0
12,2,1,4,5,4.318181818,4.833333333,0
4,2,0,5,4,4.090909091,3.833333333,0
8,2,0,5,5,4.363636364,4.5,0
13,2,0,4,4,4.181818182,4.166666667,0
8,2,1,5,5,4.545454545,4.833333333,0
12,2,1,5,5,4.454545455,4.666666667,0
5,2,1,4,5,3.636363636,3.166666667,0
4,2,1,5,5,4.454545455,4.666666667,0
13,2,1,5,5,4.681818182,4.833333333,0
7,2,1,5,5,4.590909091,4.5,0
4,2,1,5,5,4.181818182,3.666666667,0
7,2,1,5,5,4.045454545,3.666666667,0
12,2,1,5,5,4.681818182,4.166666667,0
4,4,1,5,4,4.454545455,4.166666667,0
7,4,1,5,4,3.818181818,3.833333333,0
5,4,1,5,5,4.181818182,4.666666667,0
13,4,1,5,4,4.636363636,4.666666667,0
15,4,1,5,5,3.954545455,4.5,0
8,4,1,3,2,3.454545455,4,0
12,4,1,3,3,4.136363636,4.666666667,0
12,4,1,5,5,4.636363636,4.333333333,0
8,4,1,5,5,4.727272727,4.333333333,0
4,4,1,5,5,4.090909091,4.166666667,0
9,2,1,5,5,3.909090909,3.666666667,0
4,2,1,3,5,3.545454545,5,0
4,2,1,5,3,3.045454545,4,0
8,2,1,5,4,3.772727273,4,0
13,2,1,5,4,4.636363636,4.5,0
8,2,1,5,4,3.636363636,3.833333333,0
4,2,1,5,4,3.590909091,3.833333333,0
12,2,1,5,5,4.409090909,4.5,0
8,2,1,5,5,4.590909091,4.666666667,0
13,2,1,4,5,4.863636364,4.666666667,0
3,2,1,5,4,3.909090909,3.833333333,0
5,2,1,4,3,2.681818182,3.5,0
5,2,1,5,4,4.318181818,4,0
12,2,1,4,5,4.363636364,4.333333333,0
8,2,1,4,4,4.272727273,4,0
12,2,1,5,5,4.863636364,4.666666667,0
4,2,1,5,5,4.636363636,3.666666667,0
8,2,1,5,5,4.545454545,4,0
13,4,1,5,5,3.727272727,4.666666667,0
4,4,1,5,5,3.227272727,4.5,0
8,4,1,5,4,3.681818182,3.833333333,0
13,4,0,5,5,4.681818182,4.666666667,0
4,4,0,3,5,3.636363636,4.333333333,0
8,4,0,5,5,4.454545455,4.833333333,0
14,4,0,5,5,4.681818182,4.833333333,0
6,4,0,5,4,3.454545455,4,0
8,2,1,5,5,4.590909091,4.666666667,0
3,2,1,4,5,4.636363636,4.5,0
12,2,1,5,5,4.590909091,4.833333333,0
4,2,0,4,5,4.590909091,4,0
10,2,0,5,5,4.454545455,4.333333333,0
10,2,0,5,5,4.318181818,4.333333333,0
4,2,0,5,5,4.045454545,4.166666667,0
4,2,0,3,4,4.090909091,4.333333333,0
12,2,0,5,4,4.545454545,4.166666667,0
8,2,0,5,4,4.409090909,4.666666667,0
15,2,1,5,5,4.454545455,4.5,0
4,2,1,5,4,3.727272727,4.5,0
13,2,0,4,4,4.090909091,4,0
4,2,0,4,5,4.227272727,4,0
8,2,0,4,5,4.272727273,4.833333333,0
4,2,1,5,5,3.181818182,3.666666667,0
10,2,1,1,5,4,4,0
13,2,1,5,5,4.454545455,4.5,0
4,2,0,5,4,2.727272727,2.833333333,0
8,2,0,5,5,3.863636364,4.166666667,0
4,2,1,4,4,3.727272727,4,0
15,2,1,5,5,4.409090909,5,0
11,2,1,5,5,4.318181818,4.833333333,0
4,2,0,2,4,3.409090909,3.166666667,0
8,2,0,5,5,4.5,4.833333333,0
7,2,1,5,5,4.272727273,3.833333333,0
11,2,1,5,4,4.545454545,4.333333333,0
4,2,1,5,5,3.272727273,4,0
4,2,1,5,5,3.909090909,4.166666667,0
7,2,1,3,4,3.590909091,4.166666667,0
14,2,1,5,4,4.318181818,5,0
10,2,0,5,5,3.818181818,4,0
13,2,0,5,4,3.863636364,3.5,0
5,2,0,4,5,4.272727273,4.5,0
4,2,1,4,3,3.590909091,4.5,0
13,2,1,5,5,4.636363636,4.833333333,0
8,2,1,5,4,4.318181818,4.5,0
9,2,0,5,5,4.818181818,4.833333333,0
5,2,0,5,4,4.363636364,4.5,0
13,2,0,5,5,4.681818182,4.666666667,0
7,2,0,5,5,4.909090909,4.666666667,0
12,2,0,5,4,4.909090909,4.666666667,0
12,2,0,5,4,4.909090909,4.666666667,0
7,2,0,5,5,4.909090909,4.666666667,0
13,2,0,5,4,4.136363636,4.5,0
8,2,0,5,5,4.363636364,4.833333333,0
13,2,1,5,4,4.363636364,4.5,0
8,2,1,5,4,4.045454545,4.5,0
4,2,1,4,5,3.954545455,4.5,0
9,2,1,5,5,4.272727273,5,0
13,2,1,5,5,4.409090909,5,0
4,2,1,5,5,4.045454545,4.333333333,0
7,2,0,5,5,4.681818182,5,0
4,2,0,5,4,4.5,4.833333333,0
7,2,0,5,4,4.318181818,4.333333333,0
12,2,0,5,5,4.545454545,4.5,0
8,2,0,5,5,4.045454545,5,0
4,2,0,5,5,3.772727273,4.5,0
8,2,1,4,5,4.181818182,4.666666667,0
4,2,1,4,4,3.545454545,3.666666667,0
13,2,1,4,4,4.545454545,4.5,0
8,2,0,5,5,4.5,4,0
12,2,0,5,5,4.636363636,4,0
4,2,0,4,5,4.272727273,3.333333333,0
12,2,1,4,5,4.272727273,4,0
4,2,1,5,5,3.5,3.666666667,0
12,2,0,4,5,4.454545455,4,0
8,2,0,4,5,4,4,0
12,2,0,5,5,4.227272727,4.833333333,0
8,2,0,5,5,4.181818182,4.833333333,0
9,2,1,5,5,4.818181818,5,0
9,2,1,5,5,3.727272727,3.666666667,0
14,2,1,5,5,4.727272727,4.833333333,0
5,2,1,5,4,3.681818182,4,0
8,2,1,4,3,3.863636364,4.333333333,0
12,2,1,5,5,3.818181818,4.5,0
8,2,1,4,3,3.5,3.833333333,0
5,2,1,3,5,3.636363636,4,0
14,2,1,5,5,4.681818182,4.666666667,0
6,2,1,5,5,3.909090909,4,0
10,2,1,5,5,4.045454545,4.666666667,0
12,2,0,3,4,3.909090909,4.666666667,0
8,2,0,3,3,4.045454545,4,0
9,2,1,5,5,4.409090909,4.666666667,0
4,2,1,5,5,4.181818182,4.166666667,0
5,2,1,5,5,4.454545455,4.5,0
8,2,1,5,5,4.363636364,4.666666667,0
12,2,1,5,5,4.181818182,5,0
8,2,0,4,5,4.681818182,4.666666667,0
13,2,1,5,4,4.454545455,4.833333333,0
8,2,1,4,4,4.363636364,4.5,0
12,2,0,4,5,4.590909091,4.166666667,0
5,2,0,5,5,3.681818182,3.666666667,0
6,2,0,4,5,3.727272727,4.166666667,0
5,2,0,4,4,3.590909091,3.833333333,0
8,2,0,5,4,4,4.166666667,0
13,2,0,5,5,4.772727273,5,0
8,2,0,5,5,4.545454545,4.666666667,0
10,2,0,3,5,4.181818182,4.833333333,0
9,2,0,5,4,3.863636364,4,0
13,2,0,5,5,3.772727273,4.166666667,0
12,2,1,4,5,3.954545455,4.5,0
8,2,1,3,5,3.727272727,3.833333333,0
9,2,0,4,3,3.681818182,3.5,0
13,2,0,5,5,4.090909091,3.666666667,0
8,2,1,5,5,4.409090909,4.333333333,0
12,2,1,5,5,4.545454545,5,0
5,2,0,4,5,4.045454545,3.833333333,0
6,2,0,5,5,4.181818182,4.5,1
11,2,0,5,5,4.590909091,4.833333333,1
8,2,1,5,5,4.727272727,4.166666667,0
13,2,1,5,5,4.818181818,4.833333333,0
7,2,0,5,5,4.181818182,4.5,0
12,2,0,5,5,4.681818182,4.166666667,0
9,2,0,5,4,4.454545455,4.5,0
12,2,0,5,5,4.318181818,4.666666667,0
8,2,0,5,4,4.090909091,3,0
13,2,1,5,5,4.636363636,5,0
7,2,1,5,4,4.5,5,0
6,2,0,5,5,3.545454545,3.666666667,0
13,2,0,5,5,4.545454545,4.5,0
9,2,0,5,5,4.454545455,4.666666667,0
8,2,1,5,4,4.136363636,4.166666667,0
13,2,0,5,5,4.409090909,4.333333333,0
8,2,0,5,5,3.954545455,4.333333333,0
8,2,0,4,4,4.181818182,3.833333333,0
12,2,0,4,4,3.909090909,4,0
9,2,1,4,4,4.545454545,4.5,0
8,2,1,5,5,4.181818182,4.333333333,0
6,2,0,4,5,4.409090909,4.666666667,0
8,2,0,5,5,4.5,4.5,0
13,2,0,3,5,4.772727273,5,0
7,2,0,5,5,3.909090909,4.166666667,0
12,2,0,5,5,3.909090909,4.166666667,0
8,2,0,0,5,3.772727273,3.833333333,0
12,2,0,5,0,4.136363636,4.333333333,0
9,2,1,5,4,4.136363636,3.5,1
6,2,0,5,0,4.090909091,4,0
8,2,0,3,3,4.363636364,4.5,0
8,2,0,5,5,4.590909091,5,0
7,4,0,3,4,3.772727273,4,0
12,4,0,5,4,4.181818182,4.333333333,0
10,4,1,5,5,3.636363636,3.666666667,0
7,4,0,4,4,4,4.333333333,0
7,4,0,5,5,4.409090909,4.5,0
13,4,0,4,5,4.5,4.833333333,0
7,4,0,5,5,4.090909091,4.166666667,0
8,4,1,5,4,4.454545455,4,0
12,4,1,5,5,4.363636364,4.666666667,0
9,4,1,5,5,4.227272727,4.166666667,0
7,2,1,4,4,4.454545455,4.5,1
12,2,1,4,4,4.590909091,5,1
6,2,0,5,5,4.272727273,4.5,0
8,2,1,4,4,4.545454545,5,1
13,2,1,5,5,4.772727273,4.833333333,1
8,2,1,5,5,4.590909091,4.333333333,0
13,2,1,5,5,4.818181818,5,0
7,2,1,5,4,4,4,0
13,2,1,4,4,4.363636364,4,0
8,2,0,5,5,4.590909091,4.666666667,0
12,2,1,5,5,4.136363636,3.833333333,0
7,2,1,5,5,4.045454545,2.833333333,0
13,2,0,5,5,4.772727273,5,1
8,2,0,5,5,4.636363636,4.666666667,0
12,2,0,5,5,4.636363636,4.666666667,0
7,2,0,5,5,4.136363636,4.833333333,0
13,2,0,5,5,4.272727273,4.833333333,0
13,2,0,5,3,3.681818182,4.666666667,1
7,2,0,5,4,3.727272727,4,1
13,2,1,4,5,4.636363636,4.5,0
8,2,1,4,4,3.863636364,4,0
14,2,1,5,5,4.181818182,4.5,0
8,2,1,5,4,4,4.166666667,0
7,2,0,2,5,4.181818182,4.666666667,0
13,2,0,5,5,4.545454545,4.5,0
13,2,1,5,4,3.863636364,4.666666667,1
8,2,1,5,4,4.5,5,1
15,2,1,5,5,4.5,4.5,1
11,2,1,5,5,4.636363636,5,1
12,2,1,5,5,4.727272727,5,1
11,2,0,4,3,4.045454545,5,0
12,2,0,5,4,4.227272727,5,0
12,2,0,5,5,4.954545455,4.833333333,1
10,2,0,5,5,4.863636364,5,1
8,2,0,5,5,4.772727273,5,1
13,2,0,3,5,4.681818182,4.333333333,1
8,2,0,5,5,4.545454545,4.5,1
8,2,1,5,5,4.636363636,4.833333333,0
13,2,1,5,5,4.727272727,4.166666667,0
10,2,0,5,5,5,5,0
13,2,0,5,5,4.681818182,5,0
8,1,0,4,5,4.818181818,4.666666667,0
13,2,1,5,5,4.863636364,4.833333333,0
10,2,1,5,5,4.772727273,4.833333333,0
17,2,1,5,5,4.863636364,5,0
11,4,1,5,5,4.545454545,5,1
7,4,0,5,5,4.227272727,4.333333333,1
13,4,0,4,4,4.318181818,4.5,1
8,4,0,3,4,4,4.333333333,0
14,4,0,4,4,4.363636364,4.166666667,0
13,4,1,5,4,4.863636364,4.833333333,0
8,4,1,4,5,4.681818182,4.166666667,0
8,4,0,5,5,4.681818182,4.833333333,0
8,4,0,4,5,4.409090909,4.5,1
13,4,0,5,5,4.772727273,4.5,1
10,4,0,5,5,4.727272727,4.333333333,1
12,2,0,5,5,4.772727273,4.833333333,1
8,2,0,5,5,4.363636364,4.166666667,1
8,2,1,5,5,4.863636364,4.666666667,0
13,2,1,5,5,4.636363636,5,0
8,2,0,5,5,4.863636364,4.666666667,0
13,2,1,5,5,4.590909091,4.833333333,0
8,2,1,5,3,3.954545455,4.833333333,0
11,2,1,5,5,4.590909091,4.333333333,0
14,2,1,5,5,4.772727273,4.833333333,0
11,2,1,5,4,4.318181818,4.5,0
14,2,1,5,4,4.318181818,5,0
13,2,1,5,5,4.863636364,4.5,0
8,2,1,5,5,4.636363636,4.833333333,0
13,2,1,5,5,4.681818182,4.833333333,0
7,2,0,5,4,4.090909091,4.666666667,0
7,2,1,5,5,4.5,4.5,0
12,2,1,5,5,4.5,4.5,0
7,2,1,3,5,4.272727273,4.666666667,1
13,2,1,5,5,4.636363636,4.5,1
8,2,1,5,4,4.5,4.666666667,0
12,2,1,4,4,4.681818182,4.666666667,0
7,2,0,5,5,4.590909091,5,1
12,2,0,4,5,4.454545455,4.333333333,1
12,2,1,5,5,4.318181818,4.5,0
12,2,0,5,3,3.954545455,4,0
8,2,0,3,5,4.136363636,4.833333333,0
12,2,1,3,4,4.409090909,4.166666667,0
8,2,1,4,4,4.227272727,4.666666667,0
12,2,0,5,5,4,4.333333333,0
7,2,0,5,5,4.272727273,4.333333333,0
8,2,0,5,5,4.136363636,5,0
13,2,0,5,5,4.227272727,5,0
17,2,0,5,5,4.772727273,5,0
9,2,0,5,5,4.727272727,5,0
13,2,0,5,5,4.954545455,4.833333333,0
9,2,1,5,5,4.545454545,4,0
13,2,1,5,5,4.954545455,4.833333333,0
12,2,1,5,5,4.227272727,4,0
8,2,1,5,5,4.227272727,3.666666667,0
8,2,1,4,4,4.136363636,3.666666667,0
12,2,1,4,5,4.454545455,4.166666667,0
9,2,0,4,4,4.045454545,4.666666667,0
12,2,0,5,4,4.363636364,4.666666667,1
8,2,0,4,3,4.136363636,5,1
13,2,1,5,5,4.909090909,5,0
8,2,1,5,5,4.772727273,5,0
8,2,1,3,4,3.772727273,4.833333333,0
15,2,1,3,3,4,4.833333333,0
7,2,0,5,5,4.272727273,3.666666667,0
13,2,0,5,4,4.227272727,3.666666667,0
8,2,0,5,5,4.545454545,4.166666667,0
13,2,0,5,5,4.590909091,4.833333333,0
8,2,0,4,4,3.954545455,4.5,0
13,2,0,3,4,4.409090909,4.833333333,0
8,2,1,5,5,5,5,1
12,2,1,5,5,4.954545455,5,1
8,2,1,5,5,4.954545455,5,1
8,2,1,5,5,4.727272727,4.333333333,1
12,2,1,5,4,4.772727273,3.833333333,1
13,2,1,5,5,4.818181818,4.833333333,0
8,2,1,4,5,4.454545455,4.666666667,0
9,2,0,5,4,4.681818182,5,1
13,2,1,4,5,4.909090909,4.833333333,1
8,2,1,5,5,4.636363636,4.833333333,1
13,2,1,4,4,4.363636364,5,0
8,2,1,4,4,4.136363636,5,0
12,2,1,5,3,4.409090909,4.666666667,0
12,2,0,5,5,4.136363636,4,0
8,2,0,5,5,4.318181818,3.166666667,0
12,2,1,5,4,4.363636364,4.666666667,1
8,2,1,5,4,4.181818182,4.333333333,1
13,2,1,5,4,4.045454545,5,0
15,2,1,5,5,4.5,5,1
9,2,1,3,5,4.318181818,4,1
13,2,0,5,5,4.863636364,5,1
3,2,0,4,5,3.954545455,3.666666667,1
10,2,0,5,5,4.909090909,4.666666667,1
12,2,0,5,5,4.954545455,5,1
12,2,1,5,5,4.318181818,5,0
15,2,1,5,5,4.363636364,4.833333333,0
3,2,1,5,4,3.727272727,4.333333333,0
13,2,0,5,5,4.5,4.5,0
12,2,0,5,5,4.454545455,4.5,1
13,2,0,5,5,4.454545455,4.5,0
12,2,0,5,5,4.818181818,5,1
11,2,1,5,5,4.681818182,5,1
14,2,1,5,5,4.5,5,1
3,2,1,5,5,4.5,4.333333333,1
4,2,0,5,3,3.409090909,3.666666667,0
12,2,0,5,4,4.272727273,4.833333333,0
12,2,0,5,5,4.772727273,4.5,1
10,2,0,5,5,3.863636364,3.666666667,0
3,2,0,5,4,3.590909091,3.833333333,1
12,2,0,4,5,4.5,5,1
3,2,0,5,4,4.045454545,4.333333333,0
12,2,0,5,5,4.409090909,5,0
12,2,1,5,5,4.636363636,4.666666667,0
14,2,0,5,4,4.5,4.666666667,1
13,2,1,5,4,4.272727273,4.333333333,0
3,2,1,5,5,3.681818182,4,1
12,2,1,0,5,4.454545455,4,1
3,2,1,4,5,4.227272727,4.333333333,1
12,2,1,5,5,4.227272727,4.166666667,1
4,2,0,5,5,4.272727273,4.333333333,1
10,2,0,5,5,4.5,4.833333333,1
14,2,0,5,5,4.5,5,0
13,2,1,5,5,4.772727273,4.833333333,1
10,2,1,5,5,4.272727273,4.5,0
4,2,0,5,5,4,3.5,0
13,2,0,5,5,4.045454545,4.333333333,0
12,2,1,5,5,4.727272727,4.333333333,0
3,2,0,5,4,3.863636364,4.333333333,0
10,2,0,5,5,4,4.166666667,0
9,2,1,4,4,3.545454545,4,0
13,2,1,5,5,3.636363636,4.5,0
3,2,1,5,4,3.863636364,4.833333333,0
13,2,1,5,5,4.090909091,4.666666667,0
4,2,1,5,5,3.636363636,4.166666667,0
14,2,1,5,5,3.772727273,4.833333333,1
13,2,1,5,5,4.181818182,4.166666667,0
12,2,0,5,4,4.363636364,4.333333333,1
4,2,0,5,5,4.090909091,4.166666667,1
12,2,1,5,5,3.863636364,4.166666667,0
13,2,1,4,4,4.363636364,4.333333333,0
4,2,1,4,4,3.863636364,3.666666667,0
13,2,1,5,5,4.772727273,5,1
10,2,1,5,5,4.545454545,3.166666667,1
4,2,0,4,4,4.045454545,3.833333333,0
13,2,0,5,4,4.363636364,4,0
3,2,0,3,4,3.590909091,3.666666667,1
4,4,1,4,4,4.090909091,3.833333333,0
13,4,1,4,4,4,4,0
4,2,1,5,5,4.090909091,4.5,1
12,2,1,5,5,4.681818182,4.666666667,1
13,2,0,5,5,4.363636364,4.833333333,0
11,2,0,5,4,4.227272727,4.166666667,1
4,2,0,4,5,4.227272727,4.166666667,1
4,2,0,5,5,3.727272727,4.333333333,0
14,2,0,3,4,3.090909091,3.666666667,0
5,2,1,5,5,3.772727273,3.5,0
10,2,1,5,5,4.590909091,4.5,0
13,2,1,5,5,4.727272727,4.666666667,0
14,2,0,2,4,4.818181818,5,0
4,2,0,4,4,4.727272727,4.5,0
4,2,0,5,5,4.863636364,4.666666667,0
13,2,0,5,5,4.909090909,5,0
4,2,1,3,5,4.818181818,4,0
